01,01012,12,こむぎ　［玄穀］　国産　普通　,0,337,1410,12.5,10.6,-,3.1,2.6,0.56,0.35,1.53,(0),72.2,-,0.7,10.1,10.8,1.6,2,470,26,80,350,3.2,2.6,0.35,3.90,-,-,-,-,(0),-,-,-,(0),(0),(0),1.2,0.6,0,0,(0),0.41,0.09,6.3,0.35,(0),38,1.03,-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01013,13,こむぎ　［玄穀］　輸入　軟質　,0,348,1456,10.0,10.1,-,3.3,2.7,0.60,0.38,1.63,(0),75.2,68.4,1.4,9.8,11.2,1.4,2,390,36,110,290,2.9,1.7,0.32,3.79,0,5,1,19,(0),-,-,-,(0),(0),(0),1.2,0.6,0,0,(0),0.49,0.09,5.0,0.34,(0),40,1.07,9.6,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01014,14,こむぎ　［玄穀］　輸入　硬質　,0,334,1397,13.0,13.0,-,3.0,2.5,0.54,0.34,1.49,(0),69.4,62.6,1.5,9.9,11.4,1.6,2,340,26,140,320,3.2,3.1,0.43,4.09,0,54,1,47,(0),-,-,-,(0),(0),(0),1.2,0.6,0,0,(0),0.35,0.09,5.8,0.34,(0),49,1.29,10.7,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01015,15,こむぎ　［小麦粉］　薄力粉　1等　,0,367,1535,14.0,8.3,7.6,1.5,1.3,0.34,0.13,0.75,(0),75.8,80.3,1.2,1.3,2.5,0.4,Tr,110,20,12,60,0.5,0.3,0.08,0.43,Tr,4,2,12,0,-,-,-,(0),(0),0,0.3,0.2,0,0,(0),0.11,0.03,0.6,0.03,0,9,0.53,1.2,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01016,16,こむぎ　［小麦粉］　薄力粉　2等　,0,368,1540,14.0,9.3,8.2,1.9,(1.6),(0.43),(0.17),(0.96),(0),74.3,77.7,1.1,1.5,2.6,0.5,Tr,130,23,30,77,0.9,0.7,0.18,0.77,0,3,2,14,0,-,-,-,(0),(0),0,1.0,0.5,0,0,(0),0.21,0.04,1.0,0.09,0,14,0.62,2.5,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01018,17,こむぎ　［小麦粉］　中力粉　1等　,0,367,1537,14.0,9.0,8.1,1.6,1.4,0.36,0.14,0.80,(0),75.1,76.4,1.2,1.6,2.8,0.4,1,100,17,18,64,0.5,0.5,0.11,0.43,0,7,Tr,9,0,-,-,-,(0),(0),0,0.3,0.2,0,0,(0),0.10,0.03,0.6,0.05,0,8,0.47,1.5,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01019,18,こむぎ　［小麦粉］　中力粉　2等　,0,368,1539,14.0,9.7,8.7,1.8,(1.6),(0.41),(0.16),(0.91),(0),74.0,73.1,0.9,1.2,2.1,0.5,1,110,24,26,80,1.1,0.6,0.14,0.77,0,7,2,10,0,-,-,-,(0),(0),0,0.8,0.4,0,0,(0),0.22,0.04,1.2,0.07,0,12,0.66,2.6,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01020,19,こむぎ　［小麦粉］　強力粉　1等　,0,365,1528,14.5,11.8,10.7,1.5,1.3,0.35,0.14,0.77,(0),71.7,73.5,1.2,1.5,2.7,0.4,Tr,89,17,23,64,0.9,0.8,0.15,0.32,0,39,1,26,0,-,-,-,(0),(0),0,0.3,0.2,0,0,(0),0.09,0.04,0.8,0.06,0,16,0.77,1.7,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01021,20,こむぎ　［小麦粉］　強力粉　2等　,0,366,1530,14.5,12.6,11.6,1.7,(1.5),(0.39),(0.15),(0.87),(0),70.6,70.0,0.9,1.2,2.1,0.5,Tr,86,21,36,86,1.0,1.0,0.19,0.58,0,49,1,30,0,-,-,-,(0),(0),0,0.5,0.2,0,0,(0),0.13,0.04,1.1,0.08,0,18,0.93,2.6,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01023,21,こむぎ　［小麦粉］　強力粉　全粒粉　,0,328,1372,14.5,12.8,(11.7),2.9,(2.4),(0.53),(0.33),(1.44),(0),68.2,(61.2),1.5,9.7,11.2,1.6,2,330,26,140,310,3.1,3.0,0.42,4.02,0,47,3,44,(0),-,-,-,(0),(0),(0),1.0,0.5,0,0,(0),0.34,0.09,5.7,0.33,(0),48,1.27,10.8,(0),0,-,-,-,-,-,-,-,-,-,-,　 
01,01146,22,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用　,0,352,1473,9.8,10.1,8.8,1.9,1.8,0.42,0.32,0.93,1,73.6,74.1,1.7,1.1,2.8,3.9,1400,210,64,31,320,1.0,0.7,0.13,0.92,1400,8,3,15,0,Tr,7,1,8,1,0.1,0.6,0.3,0.2,Tr,1,0.21,0.03,1.5,0.07,0.1,17,0.41,2.4,Tr,3.7,-,-,-,-,-,-,-,-,-,-,加熱によりベーキングパウダーから発生する二酸化炭素等： 0.6 g　 
01,01024,23,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用　,0,365,1527,11.1,7.8,(7.1),4.0,(3.6),(1.54),(1.07),(0.86),31,74.4,(78.5),0.9,1.0,1.8,2.1,390,230,100,12,170,0.5,0.3,0.07,-,0,3,5,11,9,-,-,-,3,9,0.1,0.5,0.1,0.3,0.1,1,0.10,0.08,0.5,0.04,0.1,10,0.48,1.5,Tr,1.0,-,-,-,-,-,-,-,-,-,-,加熱によりベーキングパウダーから発生する二酸化炭素等： 0.6 g　 
01,01147,24,こむぎ　［小麦粉］　プレミックス粉　から揚げ用　,0,331,1385,8.3,10.2,9.1,1.2,1.0,0.33,0.16,0.47,0,70.0,69.4,1.4,1.2,2.6,10.3,3800,280,110,39,130,1.2,0.7,0.10,0.96,1,6,6,23,0,2,39,31,56,5,0,0.3,0.2,0.1,0,2,0.15,0.07,1.3,0.12,Tr,26,0.33,4.3,0,9.7,-,-,-,-,-,-,-,-,-,-,"加熱によりベーキングパウダーから発生する二酸化炭素等： 0.1 g
β-カロテン： 着色料として添加 　 "
01,01025,25,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　,0,351,1471,12.4,8.8,8.0,1.3,1.1,0.32,0.14,0.58,3,76.1,77.1,1.5,1.0,2.5,1.2,210,160,140,19,120,0.6,0.5,0.12,0.62,1,3,2,10,Tr,Tr,3,2,4,1,0,0.3,0.2,0,0,0,0.12,0.99,0.9,0.06,0,12,0.35,1.3,0,0.5,-,-,-,-,-,-,-,-,-,-,"加熱によりベーキングパウダーから発生する二酸化炭素等： 0.2 g
β-カロテン及びビタミンB2無添加のもの　 "
01,01026,26,こむぎ　［パン類］　食パン　　,0,264,1105,38.0,9.3,7.5,4.4,(4.1),(1.90),(1.15),(0.87),(0),46.7,49.1,0.4,1.9,2.3,1.6,500,97,29,20,83,0.6,0.8,0.11,0.24,1,24,1,18,(0),0,2,0,2,Tr,(0),0.5,0.1,0.7,Tr,(0),0.07,0.04,1.2,0.03,(Tr),32,0.47,2.4,(0),1.3,-,-,-,-,-,-,-,-,-,-,　 
01,01028,27,こむぎ　［パン類］　コッペパン　　,0,265,1109,37.0,8.5,7.1,3.8,(3.6),(1.64),(1.00),(0.75),(Tr),49.1,-,1.0,1.0,2.0,1.6,520,95,37,24,75,1.0,0.7,0.12,0.39,-,-,-,-,(0),-,-,-,(0),(0),(0),0.4,0.1,0.8,0.2,(Tr),0.08,0.08,0.7,0.04,(Tr),45,0.63,-,(0),1.3,-,-,-,-,-,-,-,-,-,-,　 
01,01030,28,こむぎ　［パン類］　乾パン　　,0,393,1644,5.5,9.5,(7.9),4.4,(4.0),(1.70),(1.01),(1.15),(Tr),78.8,(81.1),1.8,1.3,3.1,1.8,490,160,30,27,95,1.2,0.6,0.18,0.82,-,-,-,-,(0),-,-,-,(0),(0),(0),1.1,0.3,0.7,0.1,(Tr),0.14,0.06,0.9,0.06,(0),20,0.41,-,(0),1.2,-,-,-,-,-,-,-,-,-,-,　 
01,01031,29,こむぎ　［パン類］　フランスパン　　,0,279,1167,30.0,9.4,8.4,1.3,(1.1),(0.29),(0.14),(0.63),(0),57.5,63.9,1.2,1.5,2.7,1.8,620,110,16,22,72,0.9,0.8,0.14,0.39,Tr,29,1,20,(0),0,0,0,0,(0),(0),0.1,0.1,0.1,Tr,(0),0.08,0.05,1.1,0.04,(0),33,0.45,1.9,(0),1.6,-,-,-,-,-,-,-,-,-,-,　 
01,01032,30,こむぎ　［パン類］　ライ麦パン　　,0,264,1105,35.0,8.4,6.6,2.2,(2.0),(0.90),(0.57),(0.44),(0),52.7,-,2.0,3.6,5.6,1.7,470,190,16,40,130,1.4,1.3,0.18,0.87,-,-,-,-,(0),0,0,0,0,(0),Tr,0.3,0.1,0.2,0.1,(0),0.16,0.06,1.3,0.09,(0),34,0.46,-,(0),1.2,-,-,-,-,-,-,-,-,-,-,主原料配合： ライ麦粉 50 %　 
01,01033,31,こむぎ　［パン類］　ぶどうパン　　,0,269,1125,35.7,8.2,(6.7),3.5,(3.3),(1.57),(0.97),(0.58),(Tr),51.1,-,0.9,1.3,2.2,1.5,400,210,32,23,86,0.9,0.6,0.15,0.32,-,-,-,-,Tr,0,1,0,1,Tr,Tr,0.4,0.1,0.4,0.2,(Tr),0.11,0.05,1.2,0.07,(Tr),33,0.42,-,(Tr),1.0,-,-,-,-,-,-,-,-,-,-,　 
01,01034,32,こむぎ　［パン類］　ロールパン　　,0,316,1322,30.7,10.1,8.4,9.0,8.5,4.02,2.86,1.26,(Tr),48.6,49.7,1.0,1.0,2.0,1.6,490,110,44,22,97,0.7,0.8,0.12,0.29,-,-,-,-,(0),0,15,0,15,1,0.1,0.5,0.1,0.7,0.2,(Tr),0.10,0.06,1.3,0.03,(Tr),38,0.61,-,(0),1.2,-,-,-,-,-,-,-,-,-,-,　 
01,01035,33,こむぎ　［パン類］　クロワッサン　　,0,448,1874,20.0,7.9,(6.6),26.8,(25.4),(12.16),(8.94),(3.15),(Tr),43.9,-,0.9,0.9,1.8,1.4,470,90,21,17,67,0.6,0.6,0.10,0.29,-,-,-,-,(0),5,66,0,69,6,0.1,1.9,0.2,5.3,1.2,(Tr),0.08,0.03,1.0,0.03,(Tr),33,0.44,-,(0),1.2,-,-,-,-,-,-,-,-,-,-,　 
01,01036,34,こむぎ　［パン類］　イングリッシュマフィン　　,0,228,954,46.0,8.1,(6.7),3.6,(3.2),(1.21),(0.70),(1.19),(Tr),40.8,(40.1),0.2,1.0,1.2,1.5,480,84,53,19,96,0.9,0.8,0.12,0.28,-,-,-,-,(0),Tr,1,0,1,Tr,(0),0.3,0.1,0.3,0.1,(Tr),0.15,0.08,1.2,0.05,(0),23,0.32,-,(0),1.2,-,-,-,-,-,-,-,-,-,-,　 
01,01037,35,こむぎ　［パン類］　ナン　　,0,262,1096,37.2,10.3,(8.5),3.4,3.1,0.53,1.45,1.00,(0),47.6,(45.6),0.8,1.2,2.0,1.5,530,97,11,22,77,0.8,0.7,0.11,0.30,-,-,-,-,(0),0,0,0,0,(0),(0),0.6,0.1,0.7,0,(0),0.13,0.06,1.3,0.05,(0),36,0.55,-,(0),1.3,-,-,-,-,-,-,-,-,-,-,　 
01,01148,36,こむぎ　［パン類］　ベーグル　　,0,275,1151,32.3,9.6,8.1,2.0,1.9,0.71,0.48,0.63,-,54.6,50.3,1.2,1.3,2.5,1.4,460,97,24,24,81,1.3,0.7,0.11,0.45,-,-,-,-,-,-,-,-,-,-,-,0.2,0.1,Tr,0,-,0.19,0.08,2.0,0.06,-,47,0.28,-,-,1.2,-,-,-,-,-,-,-,-,-,-,　 
01,01038,37,こむぎ　［うどん・そうめん類］　うどん　生　,0,270,1130,33.5,6.1,5.1,0.6,(0.5),(0.14),(0.05),(0.31),(0),56.8,55.0,0.5,0.7,1.2,3.0,1000,90,18,13,49,0.3,0.3,0.08,0.39,2,6,2,7,(0),0,0,0,0,(0),(0),0.2,0.2,0,0,(0),0.09,0.03,0.6,0.03,(0),5,0.36,0.8,(0),2.5,-,-,-,-,-,-,-,-,-,-,きしめん、ひもかわを含む　 
01,01039,38,こむぎ　［うどん・そうめん類］　うどん　ゆで　,0,105,439,75.0,2.6,2.2,0.4,(0.3),(0.09),(0.04),(0.20),(0),21.6,21.4,0.2,0.6,0.8,0.4,120,9,6,6,18,0.2,0.1,0.04,0.12,Tr,2,1,2,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.02,0.01,0.2,0.01,(0),2,0.13,0.3,(0),0.3,-,-,-,-,-,-,-,-,-,180,きしめん、ひもかわを含む　 
01,01041,39,こむぎ　［うどん・そうめん類］　干しうどん　乾　,0,348,1456,13.5,8.5,7.8,1.1,(1.0),(0.25),(0.10),(0.56),(0),71.9,(71.6),0.6,1.8,2.4,5.0,1700,130,17,19,70,0.6,0.4,0.11,0.50,0,10,1,12,(0),0,0,0,0,(0),(0),0.3,0.2,0,0,(0),0.08,0.02,0.9,0.04,(0),9,0.45,1.3,(0),4.3,-,-,-,-,-,-,-,-,-,-,　 
01,01042,40,こむぎ　［うどん・そうめん類］　干しうどん　ゆで　,0,126,527,70.0,3.1,(2.9),0.5,(0.4),(0.11),(0.04),(0.25),(0),25.8,(25.7),0.3,0.4,0.7,0.6,210,14,7,4,24,0.2,0.1,0.04,0.14,-,-,-,-,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.02,0.01,0.2,0.01,(0),2,0.14,-,(0),0.5,-,-,-,-,-,-,-,-,-,240,　 
01,01043,41,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾　,0,356,1490,12.5,9.5,8.6,1.1,(1.0),(0.25),(0.10),(0.56),(0),72.7,71.5,0.7,1.8,2.5,4.2,1500,120,17,22,70,0.6,0.4,0.12,0.44,0,16,1,14,(0),0,0,0,0,(0),(0),0.3,0.2,0,0,(0),0.08,0.02,0.9,0.03,(0),8,0.70,1.3,(0),3.8,-,-,-,-,-,-,-,-,-,-,　 
01,01044,42,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで　,0,127,531,70.0,3.5,3.3,0.4,(0.3),(0.09),(0.04),(0.20),(0),25.8,25.6,0.3,0.6,0.9,0.3,85,5,6,5,24,0.2,0.2,0.05,0.12,0,6,1,3,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.02,0.01,0.2,Tr,(0),2,0.25,0.4,(0),0.2,-,-,-,-,-,-,-,-,-,270,　 
01,01045,43,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾　,0,342,1431,14.0,9.3,8.4,1.5,1.4,0.38,0.23,0.75,(0),68.9,69.7,1.2,0.6,1.8,6.3,2300,110,20,23,70,0.6,0.4,0.14,0.43,1,22,1,16,(0),0,0,0,0,(0),(0),0.1,0.1,0.1,0,(0),0.06,0.02,0.9,0.03,(0),10,0.52,1.1,(0),5.8,-,-,-,-,-,-,-,-,-,-,　 
01,01046,44,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで　,0,127,531,70.0,3.5,(3.2),0.6,(0.6),(0.15),(0.09),(0.30),(0),25.5,(24.3),0.5,0.5,1.0,0.4,130,5,6,4,23,0.2,0.1,0.05,0.12,-,-,-,-,(0),0,0,0,0,(0),(0),Tr,Tr,0,0,(0),0.03,0.01,0.2,0,(0),2,0.16,-,(0),0.3,-,-,-,-,-,-,-,-,-,290,　 
01,01047,45,こむぎ　［中華めん類］　中華めん　生　,0,281,1176,33.0,8.6,8.3,1.2,(1.0),(0.28),(0.11),(0.61),(0),55.7,52.2,0.7,1.4,2.1,1.5,410,350,21,13,66,0.5,0.4,0.09,0.35,Tr,33,1,20,(0),0,0,0,0,(0),(0),0.2,0.1,0,0,(0),0.02,0.02,0.6,0.02,(0),8,0.55,1.0,(0),1.0,-,-,-,-,-,-,-,-,-,-,　 
01,01048,46,こむぎ　［中華めん類］　中華めん　ゆで　,0,149,623,65.0,4.9,4.6,0.6,(0.5),(0.14),(0.05),(0.31),(0),29.2,27.7,0.5,0.8,1.3,0.3,70,60,20,7,29,0.3,0.2,0.05,0.18,0,17,Tr,5,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.01,0.01,0.2,0,Tr,3,0.25,0.5,(0),0.2,-,-,-,-,-,-,-,-,-,190,　 
01,01049,47,こむぎ　［中華めん類］　蒸し中華めん　　,0,198,828,54.0,5.3,4.6,1.7,(1.5),(0.39),(0.15),(0.86),(0),38.4,(35.9),0.7,1.2,1.9,0.6,170,86,9,10,100,0.3,0.2,0.07,0.29,-,-,-,-,(0),0,0,0,0,(0),(0),0.1,0.1,0,0,(0),0.01,0.01,0.4,0.02,(0),4,0.27,-,(0),0.4,-,-,-,-,-,-,-,-,-,-,　 
01,01050,48,こむぎ　［中華めん類］　干し中華めん　乾　,0,365,1527,13.0,10.5,(9.1),1.6,(1.4),(0.37),(0.14),(0.81),(0),73.0,(67.8),1.6,1.3,2.9,1.9,500,310,18,24,120,0.7,0.6,0.16,0.45,-,-,-,-,(0),0,0,0,0,(0),(0),0.2,0.1,0,0,(0),0.03,0.03,1.0,0.05,(0),11,0.78,-,(0),1.3,-,-,-,-,-,-,-,-,-,-,　 
01,01051,49,こむぎ　［中華めん類］　干し中華めん　ゆで　,0,140,586,67.0,4.1,(3.5),0.5,(0.4),(0.11),(0.04),(0.25),(0),28.1,(26.1),0.7,0.8,1.5,0.3,75,40,10,9,39,0.3,0.2,0.05,0.17,-,-,-,-,(0),0,0,0,0,(0),(0),Tr,Tr,0,0,(0),0.01,0.01,0.2,0,Tr,2,0.24,-,(0),0.2,-,-,-,-,-,-,-,-,-,250,　 
01,01052,50,こむぎ　［中華めん類］　沖縄そば　生　,0,284,1188,32.3,9.2,(7.9),2.0,(1.7),(0.46),(0.18),(1.02),(0),54.2,(52.8),1.3,0.8,2.1,2.3,810,340,11,50,65,0.7,1.1,0.18,0.69,-,-,-,-,(0),-,-,-,(0),(0),(0),0.3,0.2,0,0,(0),0.02,0.04,0.8,0.11,(0),15,0.63,-,(0),2.1,-,-,-,-,-,-,-,-,-,-,　 
01,01053,51,こむぎ　［中華めん類］　沖縄そば　ゆで　,0,147,615,65.5,5.2,(4.5),0.8,(0.7),(0.18),(0.07),(0.41),(0),28.0,(27.3),0.8,0.7,1.5,0.5,170,80,9,28,28,0.4,0.6,0.10,0.37,-,-,-,-,(0),-,-,-,(0),(0),(0),0.2,0.1,0,0,(0),0.01,0.02,0.2,0.03,(0),6,0.23,-,(0),0.4,-,-,-,-,-,-,-,-,-,170,　 
01,01054,52,こむぎ　［中華めん類］　干し沖縄そば　乾　,0,351,1469,13.7,12.0,(10.4),1.7,(1.5),(0.39),(0.15),(0.86),(0),67.8,(67.3),1.3,0.8,2.1,4.8,1700,130,23,22,100,1.5,0.4,0.11,0.38,-,-,-,-,(0),-,-,-,(0),(0),(0),0.1,0.1,0,0,(0),0.12,0.05,1.1,0.05,(0),8,0.49,-,(0),4.3,-,-,-,-,-,-,-,-,-,-,　 
01,01055,53,こむぎ　［中華めん類］　干し沖縄そば　ゆで　,0,148,619,65.0,5.2,(4.5),0.6,(0.5),(0.14),(0.05),(0.31),(0),28.6,(27.7),0.6,0.9,1.5,0.6,200,10,11,8,36,0.5,0.1,0.05,0.16,-,-,-,-,(0),-,-,-,(0),(0),(0),Tr,Tr,0,0,(0),0.02,0.02,0.2,0.01,(0),3,0.18,-,(0),0.5,-,-,-,-,-,-,-,-,-,230,　 
01,01056,54,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け　,0,445,1862,2.0,10.1,8.8,16.7,16.3,7.31,6.02,2.25,7,63.5,63.0,1.6,0.9,2.5,7.7,2500,260,430,29,110,1.0,0.5,0.13,0.82,-,-,-,-,0,0,0,0,0,0,0,3.1,0.3,3.1,2.5,1,1.46,1.67,1.0,0.06,0,12,0.41,-,0,6.4,-,-,-,-,-,-,-,-,-,-,"別名： インスタントラーメン
添付調味料等を含む　 "
01,01057,55,こむぎ　［即席めん類］　即席中華めん　油揚げ　,0,458,1916,3.0,10.1,-,19.1,18.6,8.46,7.15,2.20,3,61.4,(60.4),1.4,1.0,2.4,6.4,2200,150,230,25,110,0.9,0.5,0.16,0.53,2,16,7,16,0,0,13,1,14,1,0,2.2,0.3,2.3,2.5,3,0.55,0.83,0.9,0.05,Tr,10,0.44,1.8,Tr,5.6,-,-,-,-,-,-,-,-,-,-,"別名： インスタントラーメン
添付調味料等を含む　 "
01,01058,56,こむぎ　［即席めん類］　即席中華めん　非油揚げ　,0,356,1490,10.0,10.3,-,5.2,4.9,1.26,1.86,1.55,2,67.1,(65.7),1.4,0.9,2.3,7.4,2700,260,110,25,110,0.8,0.4,0.11,0.66,13,8,3,16,Tr,0,5,0,5,1,0,1.3,0.3,3.8,2.2,3,0.21,0.04,1.0,0.05,Tr,14,0.37,2.2,0,6.9,-,-,-,-,-,-,-,-,-,-,"別名： インスタントラーメン
添付調味料等を含む　 "
01,01059,57,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　,0,448,1874,5.0,10.7,-,19.7,19.3,8.72,7.42,2.28,34,56.9,-,1.3,1.0,2.3,7.7,2700,210,190,27,120,1.3,0.6,0.15,0.57,-,-,-,-,3,61,270,6,300,28,Tr,2.4,0.4,3.5,3.6,7,0.68,0.53,1.0,0.07,0.2,21,0.52,-,1,6.9,-,-,-,-,-,-,-,-,-,-,"別名： カップラーメン
添付調味料等を含む　 "
01,01060,58,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　,0,436,1824,10.0,8.4,-,18.9,15.8,5.36,6.92,2.86,1,58.1,-,0.9,1.5,2.4,4.6,1500,190,190,28,74,1.1,0.4,0.13,0.69,-,-,-,-,0,6,75,0,78,7,0,2.2,0.4,2.4,2.0,14,0.56,0.72,0.8,0.04,Tr,13,0.40,-,1,3.8,-,-,-,-,-,-,-,-,-,-,"別名： カップラーメン
添付調味料等を含む　 "
01,01061,59,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　,0,342,1431,15.0,9.0,-,6.4,6.0,1.66,2.68,1.38,5,62.2,-,1.6,1.3,2.9,7.4,2700,270,95,29,110,1.0,0.5,0.13,0.80,-,-,-,-,1,24,100,2,110,10,0,0.9,0.1,2.5,1.6,8,0.22,0.24,1.5,0.07,0.1,23,0.41,-,1,6.9,-,-,-,-,-,-,-,-,-,-,"別名： カップラーメン
添付調味料等を含む　 "
