05,05001,344,アーモンド　乾　　　,0,587,2454,4.7,19.6,18.3,51.8,51.9,3.95,33.61,12.12,-,20.9,5.5,0.8,9.3,10.1,3.0,1,760,250,290,460,3.6,3.6,1.17,2.45,-,-,-,-,(0),0,10,3,11,1,(0),30.3,0.3,0.8,0,0,0.20,1.06,3.6,0.09,(0),65,0.49,-,0,0,-,-,-,-,-,-,-,-,-,-,　 
05,05002,345,アーモンド　フライ 味付け　　　,0,606,2536,1.8,19.2,(18.0),53.6,(53.7),(4.09),(34.77),(12.54),(0),22.3,(5.5),0.6,11.3,11.9,3.1,130,740,210,270,480,2.9,4.4,1.11,-,Tr,1,9,29,(0),-,-,-,8,1,(0),29.4,0.3,0.7,0,Tr,0.08,1.11,3.5,0.08,(0),46,0.60,61.6,0,0.3,-,-,-,-,-,-,-,-,-,-,　 
05,05040,346,アーモンド　いり　無塩　　　,0,608,2542,1.8,20.3,(19.0),54.1,(54.2),(4.13),(35.09),(12.65),-,20.7,(5.9),1.1,10.0,11.0,3.1,Tr,740,260,310,480,3.7,3.7,1.19,2.46,-,-,-,-,(0),0,7,2,9,1,(0),28.8,0.3,0.7,0,0,0.03,1.04,3.9,0.08,(0),48,0.26,-,0,0,-,-,-,-,-,-,-,-,-,96,　 
05,05003,347,あさ　乾　　　,0,463,1937,5.9,29.5,-,27.9,26.9,2.91,3.45,19.35,(0),31.3,2.5,1.2,21.5,22.7,5.4,2,340,130,390,1100,13.1,6.0,1.30,-,0,4,9,44,(0),-,-,-,20,2,(0),1.8,0.1,21.7,1.1,50,0.35,0.19,2.3,0.39,(0),81,0.56,27.3,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
05,05041,348,あまに　いり　,0,564,2362,0.3,21.9,19.9,43.5,41.3,3.64,6.59,29.27,2,30.5,-,9.1,14.8,24.0,3.8,70,770,210,410,720,9.0,6.1,1.26,2.99,0,3,25,13,0,0,15,2,16,1,0,0.4,0,10.2,0.2,7,0.01,0.17,2.6,0.41,Tr,46,0.24,33.5,0,0.2,-,-,-,-,-,-,-,-,-,-,　 
05,05004,349,えごま　乾　　　,0,544,2276,5.6,17.7,-,43.4,40.6,3.34,6.61,28.83,(0),29.4,2.5,1.7,19.1,20.8,3.9,2,590,390,230,550,16.4,3.8,1.93,3.09,Tr,3,2,48,(0),-,-,-,16,1,(0),1.3,0.3,23.6,0.5,1,0.54,0.29,7.6,0.55,(0),59,1.65,34.6,Tr,0,-,-,-,-,-,-,-,-,-,-,別名： あぶらえ　 
05,05005,350,カシューナッツ　フライ　味付け　　　,0,576,2410,3.2,19.8,18.9,47.6,47.9,9.97,27.74,8.08,(0),26.7,(18.6),0.8,5.9,6.7,2.7,220,590,38,240,490,4.8,5.4,1.89,-,0,27,1,30,(0),-,-,-,10,1,(0),0.6,Tr,5.4,0.6,28,0.54,0.18,0.9,0.36,(0),63,1.32,19.0,0,0.6,-,-,-,-,-,-,-,-,-,-,　 
05,05006,351,かぼちゃ　いり　味付け　　　,35,574,2402,4.5,26.5,(25.3),51.8,(48.7),(9.01),(16.62),(20.95),(0),12.0,(2.1),1.8,5.5,7.3,5.2,47,840,44,530,1100,6.5,7.7,1.26,4.39,Tr,5,13,42,(0),-,-,-,43,4,(0),0.6,0.1,15.1,0.5,2,0.21,0.19,4.4,0.16,(0),79,0.65,12.9,Tr,0.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 種皮　 
05,05007,352,かや　いり　　　,0,665,2782,1.2,8.7,-,64.9,56.2,6.06,19.44,28.25,(0),22.6,-,2.5,15.7,18.2,2.6,6,470,58,200,300,3.3,3.7,0.92,2.62,-,-,-,-,(0),-,-,-,75,6,(0),8.5,67.5,1.1,0.8,3,0.02,0.04,1.5,0.17,(0),55,0.62,-,2,0,-,-,-,-,-,-,-,-,-,-,廃棄率： 殻つきの場合35%　 
05,05008,353,ぎんなん　生　　　,25,171,717,57.4,4.7,4.1,1.6,1.3,0.16,0.48,0.60,(0),34.8,33.4,0.2,1.4,1.6,1.5,Tr,710,5,48,120,1.0,0.4,0.25,0.26,2,0,0,3,(0),-,-,-,290,24,(0),2.5,0.1,0.6,0,3,0.28,0.08,1.2,0.07,(0),45,1.27,6.2,23,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 殻及び薄皮　 
