09,09001,974,あおさ　素干し　　　,0,130,544,16.9,22.1,16.5,0.6,0.4,0.12,0.05,0.17,1,41.7,-,-,-,29.1,18.7,3900,3200,490,3200,160,5.3,1.2,0.80,17.00,2200,8,160,23,(0),300,2500,27,2700,220,(0),1.1,0,0,0,5,0.07,0.48,10.0,0.09,1.3,180,0.44,30.7,25,9.9,-,-,-,-,-,-,-,-,-,-,エネルギー： 暫定値　 
09,09002,975,あおのり　素干し　　　,0,164,688,6.5,29.4,21.0,5.2,3.3,0.97,0.50,1.65,Tr,41.0,0.2,-,-,35.2,17.8,3200,2500,750,1400,390,77.0,1.6,0.58,13.00,2700,7,39,18,(0),2200,20000,81,21000,1700,(0),2.5,0,0,0,3,0.92,1.66,6.3,0.50,32.1,270,0.57,71.0,62,8.1,-,-,-,-,-,-,-,-,-,-,エネルギー： 暫定値　 
09,09003,976,あまのり　ほしのり　　　,0,173,724,8.4,39.4,30.0,3.7,2.2,0.55,0.20,1.39,21,38.7,0.5,-,-,31.2,9.8,610,3100,140,340,690,10.7,3.7,0.62,2.51,1400,7,5,93,(0),8800,38000,1900,43000,3600,(0),4.3,0,0,0,2600,1.21,2.68,11.8,0.61,77.6,1200,0.93,41.4,160,1.5,-,-,-,-,-,-,-,-,-,-,"すき干ししたもの
別名： のり
エネルギー： 暫定値　 "
09,09004,977,あまのり　焼きのり　　　,0,188,787,2.3,41.4,31.2,3.7,2.2,0.55,0.20,1.39,22,44.3,1.9,-,-,36.0,8.3,530,2400,280,300,700,11.4,3.6,0.55,3.72,2100,9,6,220,(0),4100,25000,980,27000,2300,(0),4.6,0,0,0,390,0.69,2.33,11.7,0.59,57.6,1900,1.18,46.9,210,1.3,-,-,-,-,-,-,-,-,-,-,"別名： のり
エネルギー： 暫定値　 "
09,09005,978,あまのり　味付けのり　　　,0,359,1501,3.4,40.0,30.8,3.5,(2.1),(0.52),(0.19),(1.31),21,41.8,14.3,-,-,25.2,11.3,1700,2700,170,290,710,8.2,3.7,0.59,2.35,-,-,-,-,(0),5600,29000,1200,32000,2700,(0),3.7,0,0,0,650,0.61,2.31,12.2,0.51,58.1,1600,1.28,-,200,4.3,-,-,-,-,-,-,-,-,0.4,-,別名： のり　 
09,09006,979,あらめ　蒸し干し　　　,0,140,586,16.7,12.4,(9.9),0.7,(0.4),(0.10),(0.04),(0.26),0,56.2,-,-,-,48.0,14.0,2300,3200,790,530,250,3.5,1.1,0.17,0.23,-,-,-,-,0,0,2700,33,2700,220,(0),0.6,0,0,0,260,0.10,0.26,2.3,0.02,0.1,110,0.28,-,(0),5.8,-,-,-,-,-,-,-,-,-,-,エネルギー： 暫定値　 
09,09007,980,いわのり　素干し　　　,0,151,632,8.4,34.8,(26.5),0.7,(0.4),(0.10),(0.04),(0.26),30,39.1,-,-,-,36.4,17.0,2100,4500,86,340,530,48.3,2.3,0.39,1.58,-,-,-,-,(0),3600,25000,1900,28000,2300,(0),4.2,0,0,0,1700,0.57,2.07,5.4,0.38,39.9,1500,0.71,-,3,5.3,-,-,-,-,-,-,-,-,-,-,"すき干ししたもの
エネルギー： 暫定値　 "
09,09012,981,うみぶどう　生　　　,0,4,17,97.0,0.5,-,0.1,Tr,0.02,Tr,0.02,0,1.2,-,-,-,0.8,1.2,330,39,34,51,10,0.8,Tr,0.01,0.08,80,0,Tr,Tr,(0),98,74,-,120,10,(0),0.2,0,0,0,35,Tr,0.01,Tr,0,0,4,0,0.1,Tr,0.8,-,-,-,-,-,-,-,-,-,-,"別名： くびれずた（和名）、くびれづた
エネルギー： 暫定値　 "
09,09008,982,えごのり　素干し　　　,0,143,598,15.2,9.0,-,0.1,-,-,-,-,14,62.2,-,-,-,53.3,13.5,2400,2300,210,570,110,6.8,2.0,0.31,5.73,-,-,-,-,(0),2,7,0,8,1,(0),0.4,0,0,0,230,0.04,0.29,0.7,0.03,5.1,44,0.38,-,0,6.1,-,-,-,-,-,-,-,-,-,-,エネルギー： 暫定値　 
09,09009,983,えごのり　おきうと　　　,0,6,25,96.9,0.3,-,0.1,-,-,-,-,1,2.5,-,-,-,2.5,0.2,20,22,19,16,3,0.6,0.1,0.01,0.34,-,-,-,-,(0),0,0,0,0,(0),(0),Tr,0,0,0,1,0,0.01,0,0,0.2,7,0,-,0,0.1,-,-,-,-,-,-,-,-,-,-,"別名： おきゅうと
エネルギー： 暫定値　 "
09,09010,984,おごのり　塩蔵　塩抜き　　　,0,21,88,89.0,1.3,-,0.1,-,-,-,-,11,8.8,-,-,-,7.5,0.8,130,1,54,110,14,4.2,0.2,0.03,1.63,-,-,-,-,(0),0,760,54,780,65,(0),0.1,0,0,0,160,0.02,0.18,0.1,0,0,3,0,-,0,0.3,-,-,-,-,-,-,-,-,-,-,エネルギー： 暫定値　 
09,09011,985,かわのり　素干し　　　,0,167,699,13.7,38.1,-,1.6,-,-,-,-,1,41.7,-,-,-,41.7,4.9,85,500,450,250,730,61.3,5.5,0.60,2.07,-,-,-,-,(0),2700,5600,92,6900,580,(0),3.2,0,0,0,4,0.38,2.10,3.0,0.36,5.7,1200,1.20,-,0,0.2,-,-,-,-,-,-,-,-,-,-,"すき干ししたもの
エネルギー： 暫定値　 "
09,09013,986,（こんぶ類）　えながおにこんぶ　素干し　　,0,138,577,10.4,11.0,(8.8),1.0,0.7,0.18,0.12,0.35,Tr,55.7,-,-,-,24.9,21.9,2400,7300,650,490,340,2.5,1.0,0.07,0.20,-,-,-,-,0,0,1400,31,1400,120,(0),0.7,0,0,0,110,0.10,0.25,1.5,0.03,0.1,190,0.27,-,3,6.1,-,-,-,-,-,-,-,-,-,-,"別名： らうすこんぶ、おにこんぶ（和名）
エネルギー： 暫定値　 "
09,09014,987,（こんぶ類）　がごめこんぶ　素干し　　,0,142,594,8.3,7.9,(6.3),0.5,(0.4),(0.13),(0.11),(0.12),0,62.1,-,-,-,34.2,21.2,3000,5700,750,660,320,3.3,0.8,0.03,0.22,-,-,-,-,(0),0,1200,29,1200,98,(0),0.6,0,0,0,170,0.21,0.32,1.5,0.03,0,42,0.13,-,0,7.6,-,-,-,-,-,-,-,-,-,-,"別名： がごめ（和名）
エネルギー： 暫定値　 "
