07,07010,761,あんず　ジャム　高糖度　　,0,262,1096,34.5,0.3,(0.2),0.1,(0.1),(0.01),(0.04),(0.02),(0),64.9,(66.2),0.5,0.2,0.7,0.2,10,75,8,4,6,0.2,0.1,0.02,0.02,-,-,-,-,(0),0,430,96,470,39,(0),0.4,0,0,0,(0),0.01,Tr,0.2,0.02,(0),1,0,-,Tr,0,-,-,-,-,-,-,-,-,-,-,"別名： アプリコット
ビタミンC： 酸化防止用として添加品あり　 "
07,07011,762,あんず　ジャム　低糖度　　,0,205,858,48.8,0.4,(0.3),0.1,(0.1),(0.01),(0.04),(0.02),(0),50.5,-,0.9,0.3,1.2,0.2,18,80,11,4,7,0.3,0.1,0.03,0.03,-,-,-,-,(0),0,630,120,690,58,(0),0.5,0,0,0,(0),0.01,0.01,0.2,0.02,(0),2,0,-,Tr,0,-,-,-,-,-,-,-,-,-,-,"別名： アプリコット
ビタミンC： 酸化防止用として添加品あり　 "
07,07012,763,いちご　生　　　,2,34,142,90.0,0.9,0.6,0.1,0.1,0.01,0.01,0.05,0,8.5,6.1,0.5,0.9,1.4,0.5,Tr,170,17,13,31,0.3,0.2,0.05,0.20,1,Tr,0,9,(0),0,17,1,18,1,(0),0.4,0,0.2,0,(0),0.03,0.02,0.4,0.04,(0),90,0.33,0.8,62,0,-,-,-,-,-,-,-,-,0.8,-,"別名： オランダイチゴ
廃棄部位： へた及び果梗　 "
07,07013,764,いちご　ジャム　高糖度　　,0,256,1071,36.0,0.4,(0.3),0.1,(0.1),(0.01),(0.01),(0.05),(0),63.3,(65.1),0.7,0.6,1.3,0.2,6,67,9,7,13,0.2,0.1,0.03,0.14,0,0,1,2,(0),0,Tr,0,Tr,(0),(0),0.1,0,0,0,(0),0.01,0.01,0.2,0.02,(0),23,0.08,0.4,9,0,-,-,-,-,-,-,-,-,-,-,"別名： オランダイチゴ
ビタミンC： 酸化防止用として添加品あり　 "
07,07014,765,いちご　ジャム　低糖度　　,0,197,824,50.7,0.5,(0.4),0.1,(0.1),(0.01),(0.01),(0.05),(0),48.4,-,0.7,0.4,1.1,0.3,12,79,12,8,14,0.4,0.1,0.03,0.22,-,-,-,-,(0),0,Tr,0,Tr,(0),(0),0.2,0,Tr,0,(0),0.01,0.01,0.2,0.03,(0),27,0.06,-,10,0,-,-,-,-,-,-,-,-,-,-,"別名： オランダイチゴ
ビタミンC： 酸化防止用として添加品あり　 "
07,07160,766,いちご　乾　　　,0,302,1263,15.4,0.5,(0.4),0.2,(0.2),(0.02),(0.02),(0.12),(0),82.8,-,1.2,1.7,3.0,1.0,260,15,140,5,9,0.4,0.1,0.07,0.22,(5),(3),(0),(76),(0),Tr,24,7,28,2,(0),0.7,0,0.3,0,(0),0,0,0.1,0.01,(0),4,0.02,(7.0),0,0.7,-,-,-,-,-,-,-,-,-,-,ドライフルーツ　 
07,07015,767,いちじく　生　　　,15,54,226,84.6,0.6,0.4,0.1,(0.1),(0.02),(0.02),(0.05),(0),14.3,11.0,0.7,1.2,1.9,0.4,2,170,26,14,16,0.3,0.2,0.06,0.08,0,0,Tr,4,(0),0,15,6,18,1,(0),0.4,Tr,0.1,0,(0),0.03,0.03,0.2,0.07,(0),22,0.23,0.4,2,0,-,-,-,-,-,-,-,-,0.1,-,廃棄部位： 果皮及び果柄　 
07,07016,768,いちじく　乾　　　,0,291,1216,18.0,3.0,(2.0),1.1,(0.8),(0.17),(0.19),(0.41),(0),75.3,(62.7),3.4,7.3,10.7,2.5,93,840,190,67,75,1.7,0.6,0.31,0.48,-,-,-,-,(0),1,34,25,46,4,(0),0.6,Tr,7.5,0.2,(0),0.10,0.06,0.7,0.23,(0),10,0.36,-,0,0.2,-,-,-,-,-,-,-,-,-,-,　 
07,07017,769,いちじく　缶詰　　　,0,81,339,79.7,0.5,(0.3),0.1,(0.1),(0.02),(0.02),(0.05),(0),19.4,-,0.6,0.6,1.2,0.3,8,110,30,8,13,0.1,0.1,0.03,0.07,-,-,-,-,0,-,-,-,Tr,0,(0),0.2,0,0,0,(0),0.02,0.02,0.1,0.05,(0),10,0,-,0,0,-,-,-,-,-,-,-,-,-,-,"試料： ヘビーシラップ漬
液汁を含んだもの（液汁 40 % ）
ビタミンC： 酸化防止用として添加品あり　 "
07,07019,770,うめ　生　　　,15,28,117,90.4,0.7,0.4,0.5,(0.4),(0.03),(0.24),(0.08),0,7.9,-,0.9,1.6,2.5,0.5,2,240,12,8,14,0.6,0.1,0.05,0.07,0,0,Tr,1,(0),7,220,30,240,20,(0),3.3,0,2.0,0,(0),0.03,0.05,0.4,0.06,(0),8,0.35,0.5,6,0,-,-,-,-,-,-,-,-,-,-,"未熟果（青梅）
廃棄部位： 核　 "
07,07020,771,うめ　梅漬　塩漬　　,15,24,100,72.3,0.7,(0.4),0.4,(0.3),(0.02),(0.19),(0.06),(0),6.7,-,1.1,1.6,2.7,19.9,7600,150,47,32,15,2.9,0.1,0.11,0.21,-,-,-,-,0,-,-,-,8,1,(0),1.4,0.1,2.1,0.1,(0),0.02,0.04,0.3,0.06,(0),1,0.20,-,0,19.3,-,-,-,-,-,-,-,-,-,-,廃棄部位： 核　 
07,07021,772,うめ　梅漬　調味漬　　,20,53,222,80.2,1.5,-,0.5,(0.4),(0.03),(0.24),(0.08),(0),10.5,-,1.2,2.2,3.4,7.3,2700,100,87,26,17,1.2,0.1,0.07,0.07,-,-,-,-,(0),0,27,0,27,2,(0),0.2,0,1.2,0.1,(0),0.03,0.03,0.1,0.02,(0),2,0.07,-,0,6.9,-,-,-,-,-,-,-,-,-,-,廃棄部位： 核　 
07,07022,773,うめ　梅干し　塩漬　　,20,33,138,65.1,0.9,(0.5),0.2,(0.1),(0.01),(0.10),(0.03),(0),10.5,-,1.4,2.2,3.6,23.3,8700,440,65,34,21,1.0,0.1,0.11,0.23,3,0,3,1,(0),0,74,17,83,7,(0),0.3,0.1,1.8,0.1,(0),0.02,0.01,0.4,0.05,(0),1,0.12,0.7,0,22.1,-,-,-,-,-,-,-,-,-,-,廃棄部位： 核　 
07,07023,774,うめ　梅干し　調味漬　　,25,96,402,68.7,1.5,-,0.6,(0.4),(0.04),(0.29),(0.09),(0),21.1,-,1.3,1.2,2.5,8.1,3000,130,25,15,15,2.4,0.1,0.05,0.10,-,-,-,-,(0),0,4,0,4,Tr,(0),0.2,0,1.5,0.1,(0),0.01,0.01,0.1,0.03,(0),0,0.04,-,0,7.6,-,-,-,-,-,-,-,-,-,-,廃棄部位： 核　 
07,07024,775,うめ　梅びしお　　　,0,200,837,42.4,0.7,-,0.5,(0.4),(0.03),(0.24),(0.08),(0),48.1,-,0.5,0.8,1.3,8.3,3100,190,27,11,19,7.0,Tr,0.05,0.10,-,-,-,-,(0),0,Tr,0,Tr,(0),(0),0.1,Tr,0.9,0,(0),0.03,0.03,0.2,0.02,(0),0,0,-,0,7.9,-,-,-,-,-,-,-,-,-,-,　 
07,07025,776,うめ　20 %果汁入り飲料　　　,0,49,205,87.6,Tr,-,Tr,-,-,-,-,(0),12.3,-,0.1,0,0.1,0.1,35,30,1,2,2,0.2,Tr,0.01,0.01,-,-,-,-,0,-,-,-,Tr,0,(0),0.1,0,0.1,0,(0),0,0,0,0.01,(0),0,0,-,0,0.1,-,-,-,-,-,-,-,-,-,-,　 
07,07037,777,オリーブ　塩漬　グリーンオリーブ　　,25,145,607,75.6,1.0,-,15.0,(14.6),(2.53),(10.63),(0.82),(0),4.5,(Tr),0.2,3.1,3.3,3.9,1400,47,79,13,8,0.3,0.2,0.17,0.04,-,-,-,-,(0),0,450,0,450,38,(0),5.5,0,0.2,0,(0),0.01,0.02,Tr,0.03,(0),3,0,-,12,3.6,-,-,-,-,-,-,-,-,-,-,"緑果の塩漬
試料: びん詰　
液汁を除いたもの
廃棄部位： 種子　 "
07,07038,778,オリーブ　塩漬　ブラックオリーブ　　,25,118,494,81.6,0.8,-,12.3,12.0,2.07,8.72,0.67,Tr,3.4,-,0.4,2.1,2.5,1.9,640,10,68,11,5,0.8,0.2,0.17,0.08,-,-,-,-,0,-,-,-,Tr,0,(0),4.6,0.1,0.1,0,(0),0.05,0.06,0.3,0.02,(0),2,0,-,Tr,1.6,-,-,-,-,-,-,-,-,-,-,"別名： ライプオリーブ
熟果の塩漬
試料： びん詰
液汁を除いたもの
廃棄部位： 種子　 "
07,07039,779,オリーブ　塩漬　スタッフドオリーブ　　,0,137,573,75.4,0.8,-,14.3,-,-,-,-,(0),4.2,-,0.8,2.9,3.7,5.3,2000,28,83,13,5,0.3,0.1,0.14,0.03,-,-,-,-,(0),0,490,78,530,44,(0),5.3,0,0.2,0,(0),0.01,0.01,Tr,0.02,(0),1,0,-,11,5.1,-,-,-,-,-,-,-,-,-,-,"緑果にピメントを詰めた塩漬
試料： びん詰　
液汁を除いたもの　 "
07,07049,780,かき　甘がき　生　　　,9,60,251,83.1,0.4,0.3,0.2,0.1,0.02,0.04,0.03,0,15.9,13.3,0.2,1.4,1.6,0.4,1,170,9,6,14,0.2,0.1,0.03,0.50,0,0,1,1,(0),17,160,500,420,35,(0),0.1,0,0,0,(0),0.03,0.02,0.3,0.06,(0),18,0.28,2.0,70,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮、種子及びへた　 
07,07050,781,かき　渋抜きがき　生　　　,15,63,264,82.2,0.5,(0.3),0.1,(Tr),(0.01),(0.02),(0.01),(0),16.9,13.7,0.5,2.3,2.8,0.3,1,200,7,6,16,0.1,Tr,0.02,0.60,0,0,0,Tr,(0),11,100,380,300,25,(0),0.2,0,0,0,(0),0.02,0.02,0.3,0.05,(0),20,0.27,1.1,55,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮、種子及びへた　 
07,07051,782,かき　干しがき　　　,8,276,1155,24.0,1.5,(1.0),1.7,(0.8),(0.15),(0.36),(0.22),(0),71.3,-,1.3,12.7,14.0,1.5,4,670,27,26,62,0.6,0.2,0.08,1.48,-,-,-,-,(0),15,370,2100,1400,120,(0),0.4,Tr,0,0,(0),0.02,0,0.6,0.13,(0),35,0.85,-,2,0,-,-,-,-,-,-,-,-,-,-,"つるしがきを含む
廃棄部位： 種子及びへた　 "
07,07053,783,かりん　生　　　,30,68,285,80.7,0.4,-,0.1,-,-,-,-,(0),18.3,-,0.9,8.0,8.9,0.5,2,270,12,12,17,0.3,0.2,0.09,0.05,-,-,-,-,(0),0,38,200,140,11,(0),0.6,0,0,0,(0),0.01,0.03,0.3,0.04,(0),12,0.31,-,25,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮及び果しん部　 
07,07018,784,（かんきつ類）　いよかん　砂じょう　生　　,40,46,192,86.7,0.9,(0.5),0.1,-,-,-,-,(0),11.8,-,0.5,0.6,1.1,0.5,2,190,17,14,18,0.2,0.1,0.04,0.07,-,-,-,-,(0),0,21,270,160,13,(0),0.1,0,0,0,(0),0.06,0.03,0.3,0.07,(0),19,0.36,-,35,0,-,-,-,-,-,-,-,-,-,-,"別名： いよ
廃棄部位： 果皮、じょうのう膜及び種子　 "
07,07026,785,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,20,45,188,87.2,0.5,(0.3),0.1,(Tr),(0.01),(0.02),(0.01),(0),11.9,(8.9),0.3,0.4,0.7,0.3,1,130,17,11,12,0.1,0.1,0.05,0.08,-,-,-,-,(0),11,89,1900,1000,87,(0),0.4,0,0,0,(0),0.07,0.04,0.2,0.07,(0),24,0.21,-,35,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮　 
07,07027,786,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,20,46,192,86.9,0.7,0.4,0.1,Tr,0.01,0.02,0.01,0,12.0,9.2,0.5,0.5,1.0,0.3,1,150,21,11,15,0.2,0.1,0.03,0.07,0,0,0,Tr,(0),0,180,1700,1000,84,(0),0.4,0,0,0,(0),0.10,0.03,0.3,0.06,(0),22,0.23,0.5,32,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮　 
07,07028,787,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,25,43,180,87.8,0.5,(0.3),0.1,(Tr),(0.01),(0.02),(0.01),(0),11.3,(9.5),0.2,0.2,0.4,0.3,1,130,11,10,12,0.1,0.1,0.04,0.06,-,-,-,-,(0),11,94,2000,1100,92,(0),0.4,0,0,0,(0),0.07,0.03,0.2,0.07,(0),24,0.15,-,35,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮及びじょうのう膜　 
07,07029,788,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,25,45,188,87.4,0.7,(0.4),0.1,(Tr),(0.01),(0.02),(0.01),(0),11.5,9.8,0.2,0.2,0.4,0.3,1,150,15,10,15,0.1,0.1,0.03,0.05,Tr,0,0,Tr,(0),0,190,1800,1100,92,(0),0.4,0,0,0,(0),0.09,0.03,0.3,0.05,(0),22,0.23,0.4,33,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮及びじょうのう膜　 
07,07030,789,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,0,41,172,88.5,0.5,0.3,0.1,(Tr),(0.01),(0.02),(0.01),(0),10.6,9.2,0,0,0,0.3,1,130,8,8,11,0.2,Tr,0.02,0.03,1,Tr,1,Tr,(0),2,53,740,420,35,(0),0.2,0,0,0,(0),0.06,0.01,0.2,0.03,(0),15,0.14,0.3,29,0,-,-,-,-,-,-,-,-,-,-,　 
07,07031,790,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,0,38,159,89.3,0.5,0.3,0.1,(Tr),(0.01),(0.02),(0.01),(0),9.9,8.5,0,0,0,0.2,1,110,6,9,9,0.1,Tr,0.02,0.03,-,-,-,-,(0),3,81,1100,610,51,(0),0.2,0,0,0,(0),0.06,0.04,0.2,0.04,(0),20,0.26,-,30,0,-,-,-,-,-,-,-,-,-,-,　 
07,07032,791,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,0,47,197,86.7,0.2,(0.1),Tr,(0),(0),(Tr),(Tr),(0),13.0,-,Tr,0,Tr,0.1,4,33,5,3,4,0.1,Tr,0.01,0.03,-,-,-,-,(0),0,34,360,220,18,(0),0.1,0,0,0,(0),0.02,0.01,0.1,0.01,(0),0,0.08,-,12,0,-,-,-,-,-,-,-,-,-,-,果粒（砂じょう） 20 % を含む　 
07,07033,792,（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　,0,60,251,84.9,0.2,(0.1),Tr,(Tr),(Tr),(0.01),(Tr),(0),14.7,-,0.1,0,0.1,0.2,1,63,4,4,5,0.1,Tr,0.01,0.01,-,-,-,-,(0),0,44,460,280,23,(0),0.1,0,0,0,(0),0.03,0.01,0.1,0.02,(0),8,0.10,-,18,0,-,-,-,-,-,-,-,-,-,-,　 
07,07034,793,（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　,0,50,209,87.4,0.1,(0.1),Tr,(Tr),(Tr),(0.01),(Tr),(0),12.4,-,0,0,0,0.1,1,21,2,2,2,0.1,Tr,0.01,Tr,-,-,-,-,(0),0,21,210,120,10,(0),0.1,0,0,0,(0),0.01,0.01,Tr,0.01,(0),2,0,-,7,0,-,-,-,-,-,-,-,-,-,-,ビタミンC： 酸化防止用として添加品あり　 
07,07035,794,（かんきつ類）　うんしゅうみかん　缶詰　果肉　,0,64,268,83.8,0.5,-,0.1,(Tr),(0.01),(0.02),(0.01),(0),15.3,-,0.2,0.3,0.5,0.3,4,75,8,7,8,0.4,0.1,0.02,0.03,-,-,-,-,(0),10,91,640,410,34,(0),0.5,0,0,0,(0),0.05,0.02,0.2,0.03,(0),12,0.09,-,15,0,-,-,-,-,-,-,-,-,-,-,"試料： ライトシラップ漬
内容総量に対する果肉分： 60 %　 "
07,07036,795,（かんきつ類）　うんしゅうみかん　缶詰　液汁　,0,63,264,84.1,0.3,-,0.1,(Tr),(0.01),(0.02),(0.01),(0),15.3,-,0,0,0,0.2,4,75,5,6,7,0.3,0.1,0.01,0.02,-,-,-,-,0,-,-,-,Tr,0,(0),0,0,0,0,(0),0.04,0.02,0.2,0.03,(0),12,0.05,-,15,0,-,-,-,-,-,-,-,-,-,-,"試料： ライトシラップ漬
内容総量に対する液汁分： 40 %　 "
07,07040,796,（かんきつ類）　オレンジ　ネーブル　砂じょう　生　,35,46,192,86.8,0.9,0.5,0.1,(0.1),(0.01),(0.02),(0.02),0,11.8,8.3,0.4,0.6,1.0,0.4,1,180,24,9,22,0.2,0.1,0.06,0.06,0,0,0,0,(0),3,23,210,130,11,(0),0.3,0,0,0,(0),0.07,0.04,0.3,0.06,(0),34,0.28,0.6,60,0,-,-,-,-,-,-,-,-,0.9,-,"別名： ネーブルオレンジ
廃棄部位： 果皮、じょうのう膜及び種子　 "
07,07041,797,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　,40,39,163,88.7,1.0,(0.7),0.1,(0.1),(0.01),(0.02),(0.02),0,9.8,(7.1),0.3,0.5,0.8,0.4,1,140,21,11,24,0.3,0.2,0.06,0.05,0,0,0,1,(0),14,50,130,120,10,(0),0.3,0,0,0,(0),0.10,0.03,0.4,0.07,(0),32,0.36,0.9,40,0,-,-,-,-,-,-,-,-,-,-,"別名： バレンシアオレンジ
廃棄部位： 果皮、じょうのう膜及び種子　 "
07,07042,798,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　,0,42,176,87.8,0.8,(0.3),Tr,-,-,-,-,Tr,11.0,(8.9),0.2,0.1,0.3,0.4,1,180,9,10,20,0.1,Tr,0.04,0.02,-,-,-,-,(0),7,12,39,35,3,(0),0.2,0,0,0,(0),0.07,0.01,0.2,0.06,(0),25,0.14,-,22,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07043,799,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　,0,42,176,88.1,0.7,(0.3),0.1,(0.1),(0.03),(0.02),(0.03),0,10.7,(7.9),0.2,Tr,0.2,0.4,1,190,9,10,18,0.1,0.1,0.03,0.03,-,-,-,-,(0),7,17,52,47,4,(0),0.3,0,0,0,(0),0.07,0.02,0.3,0.06,(0),27,0.23,-,42,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07044,800,（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　,0,47,197,88.4,0.4,(0.2),0.2,(0.1),(0.02),(0.04),(0.04),(0),10.8,-,0.1,Tr,0.1,0.2,2,99,5,6,10,0.1,Tr,0.02,0.02,-,-,-,-,(0),3,2,10,8,1,(0),0.1,0,0,0,(0),0.04,0.01,0.1,0.03,0,12,0.01,-,16,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07045,801,（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　,0,41,172,89.7,0.2,(0.1),Tr,-,-,-,-,(0),10.0,-,0,Tr,Tr,0.1,6,57,3,3,6,Tr,Tr,0.01,0.01,-,-,-,-,(0),0,0,0,0,(0),(0),0.1,0,0,0,(0),0.02,0.01,0.1,0.02,(0),8,0.04,-,10,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07046,802,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　,0,255,1067,36.4,0.2,(0.1),0.1,-,-,-,-,(0),63.2,(61.3),0.5,0.2,0.7,0.1,11,27,16,3,4,0.1,Tr,0.01,0.02,-,-,-,-,(0),0,0,48,24,2,(0),0.3,0,0.1,0,(0),0.01,0,0.1,0.02,(0),2,0,-,5,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07047,803,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　,0,193,808,51.7,0.3,(0.2),0.1,-,-,-,-,(0),47.7,-,0.9,0.4,1.3,0.2,9,49,19,5,5,0.2,Tr,0.01,0.03,-,-,-,-,(0),0,17,77,56,5,(0),0.4,0,0.1,0,(0),0.01,0,0.1,0.02,(0),3,0,-,4,0,-,-,-,-,-,-,-,-,-,-,別名： バレンシアオレンジ　 
07,07161,804,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　,50,39,163,88.7,1.0,-,0.1,-,-,-,-,0,9.8,-,0.3,0.5,0.8,0.4,1,140,21,11,24,0.3,0.2,0.06,0.05,0,0,0,1,(0),14,50,130,120,10,(0),0.3,0,0,0,(0),0.10,0.03,0.4,0.07,(0),32,0.36,0.9,60,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮、じょうのう膜及び種子　 
07,07048,805,（かんきつ類）　オロブランコ　砂じょう　生　　,45,40,167,88.7,0.8,(0.5),0.1,-,-,-,-,0,10.1,-,0.3,0.6,0.9,0.3,1,150,12,9,19,0.2,0.1,0.05,0.02,-,-,-,-,(0),1,4,0,5,Tr,(0),0.3,0,0,0,(0),0.09,0.02,0.3,0.04,0,34,0.47,-,38,0,-,-,-,-,-,-,-,-,-,-,"別名： スイーティー、スウィーティー
廃棄部位： 果皮、じょうのう膜及び種子　 "
07,07052,806,（かんきつ類）　かぼす　果汁　生　　,0,25,105,90.7,0.4,-,0.1,-,-,-,-,(0),8.5,-,0.1,0,0.1,0.3,1,140,7,8,8,0.1,Tr,0.03,0.04,-,-,-,-,(0),0,0,21,10,1,(0),0.1,0,0,0,(0),0.02,0.02,0.1,0.03,(0),13,0.15,-,42,0,-,-,-,-,-,-,-,-,-,-,全果に対する果汁分： 35 %　 
07,07162,807,（かんきつ類）　かわちばんかん　砂じょう　生　　,55,35,148,90.0,0.7,(0.4),0.2,-,-,-,-,(0),8.8,-,0.3,0.3,0.6,0.3,1,160,10,10,21,0.1,0.1,0.03,0.02,-,-,-,-,(0),2,38,7,43,4,(0),0.2,0,0,0,(0),0.06,0.02,0.3,0.05,(0),13,0.13,-,36,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮、じょうのう膜及び種子、露地栽培品　 
07,07163,808,（かんきつ類）　きよみ　砂じょう　生　　,40,41,172,88.4,0.8,(0.4),0.2,-,-,-,-,(0),10.3,-,0.3,0.3,0.6,0.3,1,170,11,11,21,0.1,0.1,0.04,0.05,(0),(0),(1),(0),(0),9,200,690,540,45,(0),0.3,0,0,0,(0),0.10,0.02,0.3,0.08,(0),24,0.27,(0.3),42,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 果皮、じょうのう膜及び種子、露地栽培品　 
07,07056,809,（かんきつ類）　きんかん　全果　生　　,6,71,297,80.8,0.5,-,0.7,0.3,0.09,0.06,0.18,0,17.5,-,2.3,2.3,4.6,0.5,2,180,80,19,12,0.3,0.1,0.03,0.11,-,-,-,-,(0),0,28,200,130,11,(0),2.6,0,0.2,0,(0),0.10,0.06,0.6,0.06,(0),20,0.29,-,49,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 種子及びへた　 
