02,02052,185,＜いも類＞（さといも類）　たけのこいも　球茎　生　　,10,103,429,73.4,1.7,1.3,0.4,0.2,0.08,0.03,0.10,(0),23.5,20.4,0.6,2.2,2.8,1.0,1,520,39,32,70,0.5,1.5,0.11,0.55,Tr,Tr,0,10,(0),0,12,3,13,1,(0),0.8,0,0,0,(0),0.05,0.03,0.7,0.21,(0),41,0.31,3.3,6,0,-,-,-,-,-,-,-,-,0.6,-,"別名： 京いも
廃棄部位： 表層　 "
02,02053,186,＜いも類＞（さといも類）　たけのこいも　球茎　水煮　　,0,96,400,75.4,1.6,1.2,0.4,0.2,0.08,0.03,0.12,(0),21.8,19.2,0.8,1.7,2.4,0.8,1,410,37,28,63,0.5,1.5,0.09,0.53,Tr,Tr,0,10,(0),0,11,3,12,1,(0),0.7,0,0,0,(0),0.05,0.02,0.6,0.14,(0),39,0.23,2.8,4,0,-,-,-,-,-,-,-,-,0.5,100,別名： 京いも　 
02,02013,187,＜いも類＞（さといも類）　みずいも　球茎　生　　,15,117,490,70.5,0.7,0.5,0.4,0.2,0.08,0.05,0.10,(0),27.6,25.3,0.6,1.6,2.2,0.8,6,290,46,23,35,1.0,0.2,0.05,0.56,9,1,0,1,(0),-,-,-,9,1,(0),0.6,0,0,0,(0),0.16,0.02,0.6,0.21,(0),27,0.20,2.4,7,0,-,-,-,-,-,-,-,-,0.5,-,"別名： 田芋
廃棄部位： 表層及び両端　 "
02,02014,188,＜いも類＞（さといも類）　みずいも　球茎　水煮　　,0,110,460,72.0,0.7,0.5,0.4,0.2,0.07,0.05,0.10,(0),26.1,24.1,0.7,1.8,2.5,0.8,5,270,79,23,35,1.0,0.2,0.05,0.47,6,1,0,1,(0),-,-,-,Tr,(0),(0),0.6,0,0,0,(0),0.16,0.02,0.6,0.17,(0),27,0.14,2.1,4,0,-,-,-,-,-,-,-,-,0.4,97,別名： 田芋　 
02,02015,189,＜いも類＞（さといも類）　やつがしら　球茎　生　　,20,97,406,74.5,3.0,2.4,0.7,0.3,0.11,0.03,0.15,(0),20.5,20.2,0.5,2.3,2.8,1.3,1,630,39,42,72,0.7,1.4,0.23,1.30,1,0,1,1,(0),-,-,-,7,1,(0),1.0,0,0,0,(0),0.13,0.06,0.7,0.22,(0),39,0.50,3.1,7,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 表層　 
02,02016,190,＜いも類＞（さといも類）　やつがしら　球茎　水煮　　,0,93,389,75.6,2.7,2.2,0.6,0.3,0.10,0.02,0.19,(0),20.0,19.9,0.9,1.9,2.8,1.1,1,520,34,39,56,0.6,1.3,0.21,1.25,Tr,0,0,1,(0),-,-,-,Tr,(0),(0),1.1,0,0,0,(0),0.11,0.04,0.5,0.17,(0),30,0.49,2.6,5,0,-,-,-,-,-,-,-,-,-,110,　 
02,02017,191,＜いも類＞じゃがいも　塊茎　生　　　,10,76,318,79.8,1.6,1.2,0.1,Tr,0.01,0,0.02,(0),17.6,16.9,0.6,0.7,1.3,0.9,1,410,3,20,40,0.4,0.2,0.10,0.11,Tr,0,5,4,(0),Tr,Tr,-,Tr,(0),(0),Tr,0,0,0,Tr,0.09,0.03,1.3,0.18,(0),21,0.47,0.4,35,0,-,-,-,-,-,-,-,-,0.5,-,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表層　 "
02,02018,192,＜いも類＞じゃがいも　塊茎　蒸し　　　,6,84,351,78.1,1.5,1.2,0.1,(Tr),(0.01),(0),(0.02),(0),19.7,15.7,0.6,1.2,1.8,0.6,1,330,2,20,23,0.3,0.2,0.08,0.13,-,-,-,-,(0),-,-,-,Tr,(0),(0),0.1,Tr,Tr,Tr,(0),0.05,0.02,0.8,0.18,(0),22,0.52,-,15,0,-,-,-,-,-,-,-,-,0.5,97,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表皮　 "
02,02019,193,＜いも類＞じゃがいも　塊茎　水煮　　　,0,73,305,81.0,1.5,1.2,0.1,(Tr),(0.01),(0),(0.02),(0),16.8,15.8,0.5,1.1,1.6,0.6,1,340,2,18,25,0.4,0.2,0.08,0.10,0,0,2,3,(0),-,-,-,Tr,(0),(0),0.1,Tr,Tr,Tr,(0),0.06,0.03,0.8,0.18,(0),18,0.37,0.3,21,0,-,-,-,-,-,-,-,-,-,98,別名： ばれいしょ（馬鈴薯）　 
02,02020,194,＜いも類＞じゃがいも　フライドポテト　　　,0,237,992,52.9,2.9,(2.3),10.6,(10.3),(0.83),(6.28),(2.74),Tr,32.4,(27.5),1.0,2.1,3.1,1.2,2,660,4,35,48,0.8,0.4,0.15,0.19,-,-,-,-,(0),-,-,-,Tr,(0),(0),1.5,0.1,5.9,1.1,18,0.12,0.06,1.5,0.35,(0),35,0.71,-,40,0,-,-,-,-,-,-,-,-,-,52,別名： ばれいしょ（馬鈴薯）　 
02,02021,195,＜いも類＞じゃがいも　乾燥マッシュポテト　　　,0,357,1494,7.5,6.6,5.2,0.6,0.5,0.30,0.10,0.07,(0),82.8,73.5,2.5,4.1,6.6,2.5,75,1200,24,71,150,3.1,0.9,0.35,0.51,-,-,-,-,(0),-,-,-,0,(0),(0),0.2,Tr,Tr,Tr,(0),0.25,0.05,2.0,1.01,(0),100,0.47,-,5,0.2,-,-,-,-,-,-,-,-,1.5,-,"別名： ばれいしょ（馬鈴薯）
酸化防止用としてビタミンC添加品あり　 "
02,02054,196,＜いも類＞ヤーコン　塊根　生　　　,15,54,225,86.3,0.6,-,0.3,-,-,-,-,0,12.4,-,0.3,0.8,1.1,0.4,0,240,11,8,31,0.2,0.1,0.07,0.07,-,-,-,-,(0),Tr,22,Tr,22,2,(0),0.2,0,0,0,(0),0.04,0.01,1.0,0.08,(0),25,0.02,-,3,0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 表層及び両端　 
02,02055,197,＜いも類＞ヤーコン　塊根　水煮　　　,0,44,183,88.8,0.6,-,0.3,-,-,-,-,0,9.9,-,0.3,0.9,1.2,0.4,0,190,11,7,26,0.2,0.1,0.06,0.07,-,-,-,-,(0),Tr,27,1,27,2,(0),0.2,0,0,0,(0),0.03,0.01,0.7,0.06,(0),28,0.01,-,2,0,-,-,-,-,-,-,-,-,-,94,　 
02,02022,198,＜いも類＞（やまのいも類）　ながいも　いちょういも　塊根　生　,15,108,452,71.1,4.5,3.0,0.5,0.3,0.11,0.03,0.13,(0),22.6,23.6,0.6,0.8,1.4,1.3,5,590,12,19,65,0.6,0.4,0.20,0.05,1,1,0,3,(0),-,-,-,5,Tr,(0),0.3,0,0,0,(0),0.15,0.05,0.4,0.11,(0),13,0.85,2.6,7,0,-,-,-,-,-,-,-,-,0.7,-,"別名： やまいも、手いも
廃棄部位： 表層　 "
02,02023,199,＜いも類＞（やまのいも類）　ながいも　ながいも　塊根　生　,10,65,272,82.6,2.2,1.4,0.3,0.1,0.04,0.02,0.08,(0),13.9,14.1,0.2,0.8,1.0,1.0,3,430,17,17,27,0.4,0.3,0.10,0.03,1,1,Tr,2,(0),-,-,-,Tr,(0),(0),0.2,0,0,0,(0),0.10,0.02,0.4,0.09,(0),8,0.61,2.2,6,0,-,-,-,-,-,-,-,-,-,-,"別名： やまいも
廃棄部位： 表層、ひげ根及び切り口　 "
02,02024,200,＜いも類＞（やまのいも類）　ながいも　ながいも　塊根　水煮　,0,59,247,84.2,2.0,1.4,0.3,(0.1),(0.04),(0.02),(0.08),(0),12.6,12.9,0.2,1.2,1.4,0.9,3,430,15,16,26,0.4,0.3,0.09,0.03,1,0,0,1,(0),-,-,-,(0),(0),(0),0.2,Tr,0,0,(0),0.08,0.02,0.3,0.08,(0),6,0.50,1.6,4,0,-,-,-,-,-,-,-,-,-,81,別名： やまいも　 
02,02025,201,＜いも類＞（やまのいも類）　ながいも　やまといも　塊根　生　,10,123,515,66.7,4.5,2.8,0.2,0.1,0.03,0.02,0.07,(0),27.1,26.9,0.7,1.8,2.5,1.5,12,590,16,28,72,0.5,0.6,0.16,0.27,1,1,0,4,(0),Tr,6,-,6,1,(0),0.2,0.1,Tr,Tr,(0),0.13,0.02,0.5,0.14,(0),6,0.54,4.0,5,0,-,-,-,-,-,-,-,-,-,-,"別名： やまいも
伊勢いも、丹波いもを含む
廃棄部位： 表層及びひげ根　 "
02,02026,202,＜いも類＞（やまのいも類）　じねんじょ　塊根　生　　,20,121,506,68.8,2.8,1.7,0.7,0.3,0.11,0.04,0.11,(0),26.7,25.7,0.6,1.4,2.0,1.0,6,550,10,21,31,0.8,0.7,0.21,0.12,Tr,Tr,0,1,(0),-,-,-,5,Tr,(0),4.1,0,0,0,(0),0.11,0.04,0.6,0.18,(0),29,0.67,2.4,15,0,-,-,-,-,-,-,-,-,0.4,-,"別名： やまいも
廃棄部位： 表層及びひげ根　 "
02,02027,203,＜いも類＞（やまのいも類）　だいじょ　塊根　生　　,15,109,456,71.2,2.6,1.7,0.1,Tr,0.02,Tr,0.02,(0),25.0,23.7,0.5,1.7,2.2,1.1,20,490,14,18,57,0.7,0.3,0.24,0.03,Tr,1,Tr,4,(0),0,3,0,3,Tr,(0),0.4,0,0,0,(0),0.10,0.02,0.4,0.28,(0),24,0.45,3.0,17,0.1,-,-,-,-,-,-,-,-,0.5,-,"別名： やまいも、だいしょ
廃棄部位： 表層　 "
02,02028,204,＜でん粉・でん粉製品＞（でん粉類）　キャッサバでん粉　　　,0,346,1448,14.2,0.1,-,0.2,-,-,-,-,(0),85.3,(93.8),(0),(0),(0),0.2,1,48,28,5,6,0.3,Tr,0.03,0.09,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),-,0,0,-,-,-,-,-,-,-,-,-,-,別名： タピオカ　 
02,02029,205,＜でん粉・でん粉製品＞（でん粉類）　くずでん粉　　　,0,347,1452,13.9,0.2,-,0.2,-,-,-,-,(0),85.6,(94.2),(0),(0),(0),0.1,2,2,18,3,12,2.0,Tr,0.02,0.02,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,別名： くず粉　 
02,02030,206,＜でん粉・でん粉製品＞（でん粉類）　米でん粉　　　,0,366,1531,9.7,0.2,-,0.7,-,-,-,-,(0),89.3,(98.2),(0),(0),(0),0.1,11,2,29,8,20,1.5,0.1,0.06,-,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),-,0,0,-,-,-,-,-,-,-,-,-,-,　 
02,02031,207,＜でん粉・でん粉製品＞（でん粉類）　小麦でん粉　　　,0,351,1469,13.1,0.2,-,0.5,-,-,-,-,(0),86.0,(94.6),(0),(0),(0),0.2,3,8,14,5,33,0.6,0.1,0.02,0.06,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),-,0,0,-,-,-,-,-,-,-,-,-,-,　 
02,02032,208,＜でん粉・でん粉製品＞（でん粉類）　サゴでん粉　　　,0,349,1460,13.4,0.1,-,0.2,-,-,-,-,(0),86.1,(94.7),(0),(0),(0),0.2,7,1,7,3,9,1.8,Tr,Tr,0.37,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
02,02033,209,＜でん粉・でん粉製品＞（でん粉類）　さつまいもでん粉　　　,0,332,1389,17.5,0.1,-,0.2,-,-,-,-,(0),82.0,(90.2),(0),(0),(0),0.2,1,4,50,4,8,2.8,0.1,0.02,-,-,-,-,-,0,-,-,-,0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),-,0,0,-,-,-,-,-,-,-,-,-,-,別名： かんしょ（甘藷）でん粉　 
02,02034,210,＜でん粉・でん粉製品＞（でん粉類）　じゃがいもでん粉　　　,0,330,1381,18.0,0.1,-,0.1,-,-,-,-,(0),81.6,(89.8),(0),(0),(0),0.2,2,34,10,6,40,0.6,Tr,0.03,-,0,0,6,0,0,(0),(0),(0),0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),0,0,0,-,-,-,-,-,-,-,-,-,-,別名： ばれいしょ（馬鈴薯）でん粉、かたくり粉　 
02,02035,211,＜でん粉・でん粉製品＞（でん粉類）　とうもろこしでん粉　　　,0,354,1481,12.8,0.1,-,0.7,(0.7),(0.14),(0.22),(0.35),(0),86.3,(94.9),(0),(0),(0),0.1,1,5,3,4,13,0.3,0.1,0.04,-,1,Tr,1,2,0,-,-,-,0,0,(0),-,-,-,-,(0),0,0,0,(0),(0),(0),(0),0.1,0,0,-,-,-,-,-,-,-,-,-,-,別名： コーンスターチ　 
02,02036,212,＜でん粉・でん粉製品＞（でん粉製品）　くずきり　乾　　,0,356,1490,11.8,0.2,-,0.2,-,-,-,-,(0),87.7,89.6,0,0.9,0.9,0.1,4,3,19,4,18,1.4,0.1,0.03,0.05,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
02,02037,213,＜でん粉・でん粉製品＞（でん粉製品）　くずきり　ゆで　　,0,135,565,66.5,0.1,-,0.1,-,-,-,-,(0),33.3,32.4,0,0.8,0.8,Tr,2,Tr,5,1,5,0.4,Tr,0.01,0.01,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,250,　 
02,02056,214,＜でん粉・でん粉製品＞（でん粉製品）　ごま豆腐　　　,0,81,340,84.8,1.5,(1.5),4.3,(3.5),(0.50),(1.28),(1.58),0,9.1,(8.0),Tr,1.0,1.0,0.2,Tr,32,6,27,69,0.6,0.4,0.12,0.10,-,-,-,-,0,0,Tr,0,Tr,0,0,0,0,2.5,Tr,0,0.10,0.01,0.4,0.03,0,6,0.03,-,0,0,-,-,-,-,-,-,-,-,-,-,　 
02,02038,215,＜でん粉・でん粉製品＞（でん粉製品）　タピオカパール　乾　　,0,355,1486,11.9,0,-,0.2,-,-,-,-,(0),87.8,(96.1),0.2,0.2,0.5,0.1,5,12,24,3,8,0.5,0.1,0.01,0.13,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
02,02057,216,＜でん粉・でん粉製品＞（でん粉製品）　タピオカパール　ゆで　　,0,62,259,84.6,0,-,Tr,-,-,-,-,(0),15.4,(16.6),0,0.2,0.2,Tr,Tr,1,4,0,1,0.1,0,0,0.01,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,410,　 
02,02058,217,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　生　　,0,131,550,67.4,0.1,-,0.2,-,-,-,-,(0),32.2,(34.5),0.2,0.6,0.8,0.2,8,3,1,0,31,0.1,0,0,0,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
02,02059,218,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　乾　　,0,353,1476,12.6,0.2,-,0.3,-,-,-,-,(0),86.7,(93.4),0.5,1.2,1.8,0.2,32,38,6,5,48,0.2,Tr,0,0.02,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0.1,-,-,-,-,-,-,-,-,-,-,　 
02,02060,219,＜でん粉・でん粉製品＞（でん粉製品）　でん粉めん　乾　ゆで　　,0,84,353,79.2,0,-,0.2,-,-,-,-,(0),20.6,(22.0),Tr,0.6,0.6,Tr,5,7,1,1,11,0.1,0,0,0,-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,440,　 
