17,17029,2085,＜調味料類＞（だし類）めんつゆ　ストレート　　,0,44,184,85.4,2.2,(2.0),0,-,-,-,-,-,8.7,-,-,-,-,3.7,1300,100,8,15,48,0.4,0.2,0.01,-,-,-,-,-,0,0,0,0,0,0,(0),-,-,-,-,0,0.01,0.04,1.2,0.04,0.3,17,0.18,-,0,3.3,-,-,-,-,-,-,-,-,-,-,液状だし　 
17,17030,2086,＜調味料類＞（だし類）めんつゆ　三倍濃厚　　,0,98,410,64.9,4.5,(4.1),0,-,-,-,-,-,20.0,-,-,-,-,10.6,3900,220,16,35,85,0.8,0.4,0.01,-,-,-,-,-,0,0,0,0,0,0,(0),-,-,-,-,0,0.04,0.07,1.4,0.07,0.2,9,0.19,-,0,9.9,-,-,-,-,-,-,-,-,-,-,液状だし　 
17,17094,2087,＜調味料類＞（調味ソース類）甘酢　　　,0,125,522,67.2,0.1,-,0,-,-,-,-,0,28.4,-,0,0,0,1.2,470,5,2,1,1,0,0.1,Tr,-,0,0,1,1,0,-,-,-,0,0,0,-,-,-,-,0,0.01,0.01,0.1,0.01,0.1,0,0,0.1,0,1.2,-,-,-,-,-,-,3.1,-,-,-,　 
17,17095,2088,＜調味料類＞（調味ソース類）エビチリの素　　　,0,55,232,85.8,1.2,-,1.4,(1.3),(0.15),(0.53),(0.58),-,9.5,-,-,-,-,2.0,690,160,8,11,45,0.3,0.1,0.03,-,-,-,-,-,-,-,-,-,170,-,-,-,-,-,-,-,0.14,0.04,1.3,-,0,4,-,-,2,1.7,-,-,-,-,-,-,0.1,-,-,-,　 
17,17031,2089,＜調味料類＞（調味ソース類）オイスターソース　　　,0,107,448,61.6,7.7,(6.1),0.3,0.1,0.03,0.02,0.06,2,18.3,-,0.2,0,0.2,12.1,4500,260,25,63,120,1.2,1.6,0.17,0.40,-,-,-,-,-,Tr,Tr,(0),(Tr),-,-,0.1,Tr,Tr,Tr,1,0.01,0.07,0.8,0.04,2.0,9,0.14,-,Tr,11.4,-,-,-,-,-,-,-,-,-,-,別名： かき油　 
17,17096,2090,＜調味料類＞（調味ソース類）黄身酢　　　,0,230,961,52.1,6.5,(5.0),13.0,(10.8),(3.59),(4.66),(2.09),540,20.3,-,0,0,0,6.5,2300,42,61,6,220,2.3,1.7,0.08,-,19,22,Tr,6,180,-,-,-,21,190,2.3,-,-,-,-,16,0.09,0.21,Tr,0.10,1.2,54,1.68,25.3,0,5.8,-,-,-,-,-,-,1.6,-,-,-,　 
17,17097,2091,＜調味料類＞（調味ソース類）ごま酢　　　,0,217,907,53.2,4.0,(3.6),8.0,(7.9),(1.16),(2.92),(3.46),-,30.2,-,-,-,-,2.6,680,110,180,61,100,1.7,1.0,0.26,-,-,-,-,-,0,-,-,-,3,Tr,-,-,-,-,-,-,0.08,0.06,1.0,0.12,0.1,26,0.13,-,0,1.7,0.2,-,-,-,-,-,1.9,-,-,-,　 
17,17098,2092,＜調味料類＞（調味ソース類）ごまだれ　　　,0,285,1194,40.7,7.4,(6.8),14.1,(12.4),(1.80),(4.57),(5.53),-,30.1,-,-,-,-,6.0,1700,200,320,110,190,3.0,1.8,0.45,-,-,-,-,-,0,-,-,-,4,Tr,-,-,-,-,-,-,0.14,0.10,1.8,0.21,0.1,46,0.24,-,0,4.4,0.7,-,-,-,-,-,0.9,-,-,-,　 
17,17099,2093,＜調味料類＞（調味ソース類）三杯酢　　　,0,86,360,76.0,0.9,-,0,-,-,-,-,-,18.1,-,-,-,-,2.1,780,56,5,11,27,0.2,0.2,Tr,-,150,1,1,8,0,-,-,-,0,0,-,-,-,-,-,0,0.01,0.02,0.4,0.03,0.1,4,0.10,1.3,0,2.0,-,-,-,-,-,-,3.0,-,-,-,　 
17,17100,2094,＜調味料類＞（調味ソース類）二杯酢　,0,57,239,78.7,3.5,-,0,-,-,-,-,0,8.6,-,0,0,0,6.8,2500,180,14,32,79,0.8,0.5,Tr,-,Tr,5,2,24,0,-,-,-,0,0,0,-,-,-,-,0,0.03,0.08,0.7,0.09,0.1,15,0.26,5.7,0,6.5,-,-,-,-,-,-,2.4,-,-,-,　 
17,17101,2095,＜調味料類＞（調味ソース類）すし酢　ちらし・稲荷用　,0,150,628,55.6,0.1,-,0,-,-,-,-,0,34.9,-,0,0,0,6.6,2500,18,3,5,10,0.1,0.1,Tr,-,0,0,1,3,0,-,-,-,0,0,0,-,-,-,-,0,0.01,0.01,0.2,0.01,0.1,0,0.05,0.3,0,6.5,-,-,-,-,-,-,2.9,-,-,-,　 
17,17102,2096,＜調味料類＞（調味ソース類）すし酢　にぎり用　,0,70,295,72.0,0.2,-,0,-,-,-,-,0,14.3,-,0,0,0,10.0,3900,23,4,7,12,0.1,0.2,Tr,-,0,0,1,3,0,-,-,-,0,0,0,-,-,-,-,0,0.01,0.01,0.2,0.02,0.1,0,0.07,0.3,0,9.8,-,-,-,-,-,-,3.6,-,-,-,　 
17,17103,2097,＜調味料類＞（調味ソース類）すし酢　巻き寿司・箱寿司用　,0,107,448,64.1,0.1,-,0,-,-,-,-,0,23.8,-,0,0,0,8.7,3400,21,4,6,11,0.1,0.1,Tr,-,0,0,1,3,0,-,-,-,0,0,0,-,-,-,-,0,0.01,0.01,0.2,0.01,0.1,0,0.06,0.3,0,8.6,-,-,-,-,-,-,3.2,-,-,-,　 
17,17104,2098,＜調味料類＞（調味ソース類）中華風合わせ酢　　,0,151,631,60.6,3.0,-,3.4,(3.3),(0.51),(1.27),(1.39),0,25.6,-,0,Tr,Tr,5.8,2200,160,12,27,67,0.7,0.4,0.01,-,Tr,4,2,20,0,-,-,-,0,0,0,-,-,-,-,Tr,0.02,0.07,0.6,0.07,0.1,13,0.22,4.8,0,5.5,-,-,-,-,-,-,1.7,-,-,-,　 
17,17105,2099,＜調味料類＞（調味ソース類）デミグラスソース　　　,0,82,345,81.5,2.9,-,3.0,-,-,-,-,-,11.0,-,-,-,-,1.6,520,180,11,11,53,0.3,0.3,0.03,0.09,2,1,7,3,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.07,1.7,0.05,0.2,25,0.18,1.8,-,1.3,-,-,-,-,-,-,-,-,-,-,別名： ドミグラスソース　 
