14,14023,1818,（植物油脂類）　あまに油　,0,921,3852,Tr,0,-,100.0,99.5,8.09,15.91,71.13,2,0,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,-,-,-,-,0,0,10,3,11,1,(0),0.5,0,39.2,0.6,11,0,0,0,-,-,-,-,-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 食用油　 
14,14024,1819,（植物油脂類）　えごま油　,0,921,3852,Tr,0,-,100.0,99.5,7.64,16.94,70.60,0,0,-,0,0,0,0,Tr,Tr,1,Tr,1,0.1,0,0,0.01,-,-,-,-,0,Tr,22,2,23,2,(0),2.4,0.6,58.6,4.6,5,0,0,0,-,-,-,-,-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 食用油　 
14,14001,1820,（植物油脂類）　オリーブ油　　　,0,921,3853,0,0,-,100.0,98.9,13.29,74.04,7.24,0,0,-,0,0,0,0,Tr,0,Tr,0,0,0,0,0,0,0,0,Tr,0,0,0,180,5,180,15,(0),7.4,0.2,1.2,0.1,42,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： エキストラバージンオイル
別名： オリーブオイル　 "
14,14002,1821,（植物油脂類）　ごま油　　　,0,921,3853,0,0,-,100.0,98.1,15.04,37.59,41.19,0,0,-,0,0,0,0,Tr,Tr,1,Tr,1,0.1,Tr,0.01,0,0,1,1,0,0,0,Tr,0,Tr,0,(0),0.4,Tr,43.7,0.7,5,0,0,0.1,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14003,1822,（植物油脂類）　米ぬか油　　　,0,921,3853,0,0,-,100.0,96.1,18.80,39.80,33.26,0,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(0),25.5,1.5,3.4,0.4,36,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： 米油　 "
14,14004,1823,（植物油脂類）　サフラワー油　ハイオレイック　,0,921,3853,0,0,-,100.0,98.5,7.36,73.24,13.62,0,0,-,0,0,0,0,0,0,0,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),27.1,0.6,2.3,0.3,10,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： べにばな油、サフラワーオイル　 "
14,14025,1824,（植物油脂類）　サフラワー油　ハイリノール　,0,921,3853,0,0,-,100.0,96.6,9.26,12.94,70.19,0,0,-,0,0,0,0,0,0,0,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),27.1,0.6,2.3,0.3,10,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： べにばな油、サフラワーオイル　 "
14,14005,1825,（植物油脂類）　大豆油　　　,0,921,3853,0,0,-,100.0,97.0,14.87,22.12,55.78,1,0,-,0,0,0,0,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),10.4,2.0,80.9,20.8,210,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油及びサラダ油　 
14,14006,1826,（植物油脂類）　調合油　　　,0,921,3853,0,0,-,100.0,97.2,10.97,41.10,40.94,2,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,(0),12.8,1.2,56.4,10.9,170,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油及びサラダ油
配合割合： なたね油1、大豆油1　 "
14,14007,1827,（植物油脂類）　とうもろこし油　　　,0,921,3853,0,0,-,100.0,96.8,13.04,27.96,51.58,0,0,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),17.1,0.3,70.3,3.4,5,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： コーンオイル、コーン油　 "
