14,14008,1828,（植物油脂類）　なたね油　　　,0,921,3853,0,0,-,100.0,97.5,7.06,60.09,26.10,2,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0,(0),15.2,0.3,31.8,1.0,120,0,0,0,(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 低エルカ酸の精製油及びサラダ油
別名： キャノーラ油、カノーラ油　 "
14,14009,1829,（植物油脂類）　パーム油　　　,0,921,3853,0,0,-,100.0,97.3,47.08,36.70,9.16,1,0,-,0,0,0,0,0,0,Tr,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),8.6,0.4,1.3,0.2,4,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14010,1830,（植物油脂類）　パーム核油　　　,0,921,3853,0,0,-,100.0,98.6,76.34,14.36,2.43,1,0,-,0,0,0,0,0,Tr,Tr,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),0.4,Tr,0.1,Tr,Tr,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14011,1831,（植物油脂類）　ひまわり油　ハイリノール　,0,921,3853,0,0,-,100.0,99.9,10.25,27.35,57.94,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2.0,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14026,1832,（植物油脂類）　ひまわり油  ミッドオレイック　　,0,921,3853,0,0,-,100.0,98.4,8.85,57.22,28.09,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2.0,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14027,1833,（植物油脂類）　ひまわり油　ハイオレイック　　,0,921,3853,0,0,-,100.0,99.7,8.74,79.90,6.79,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),38.7,0.8,2.0,0.4,11,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14028,1834,（植物油脂類）　ぶどう油　　　,0,921,3853,0,0,-,100.0,96.5,10.93,17.80,63.55,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0.02,0,-,-,-,-,-,0,6,0,6,Tr,0,27.5,0.7,5.8,1.2,190,0,0,0,(0),(0),(0),(0),(0),(0),0,-,-,-,-,-,-,-,-,-,-,別名： グレープシードオイル、ぶどう種子油　 
14,14012,1835,（植物油脂類）　綿実油　　　,0,921,3853,0,0,-,100.0,96.6,21.06,17.44,53.85,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),28.3,0.3,27.1,0.4,29,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,試料： 精製油　 
14,14013,1836,（植物油脂類）　やし油　　　,0,921,3853,0,0,-,100.0,97.7,83.96,6.59,1.53,1,0,-,0,0,0,0,0,0,Tr,0,0,0,Tr,0,0,-,-,-,-,0,0,0,0,0,0,(0),0.3,0,0.2,Tr,Tr,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： ココナッツオイル　 "
14,14014,1837,（植物油脂類）　落花生油　　　,0,921,3853,0,0,-,100.0,96.4,19.92,43.34,29.00,0,0,-,0,0,0,0,0,0,Tr,0,Tr,0,0,0,0,-,-,-,-,0,0,0,0,0,0,(0),6.0,0.3,5.4,0.5,4,0,0,0,(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,"試料： 精製油
別名： ピーナッツオイル、ピーナッツ油　 "
14,14015,1838,（動物脂類）　牛脂　　　,0,940,3933,Tr,0.2,-,99.8,93.8,41.05,45.01,3.61,100,0,-,0,0,0,0,1,1,Tr,0,1,0.1,Tr,Tr,-,-,-,-,-,85,-,-,-,0,85,0,0.6,Tr,0.1,0.6,26,0,0,0,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,"試料： いり取りしたもの
別名： ヘット　 "
14,14016,1839,（動物脂類）　ラード　　　,0,941,3937,0,0,-,100.0,97.0,39.29,43.56,9.81,100,0,-,0,0,0,0,0,0,0,0,0,0,Tr,Tr,-,0,0,0,0,0,-,-,-,0,0,0.2,0.3,Tr,0.1,Tr,7,0,0,0,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,"別名： 豚脂
試料： 精製品　 "
14,14017,1840,（バター類）　有塩バター　　　,0,745,3117,16.2,0.6,0.5,81.0,74.5,50.45,17.97,2.14,210,0.2,0.6,(0),(0),(0),2.0,750,28,15,2,15,0.1,0.1,Tr,0,2,Tr,1,3,500,2,190,6,190,520,0.6,1.5,0,0.1,0,17,0.01,0.03,0,Tr,0.1,Tr,0.06,0.4,0,1.9,-,-,-,-,-,-,-,-,-,-,　 
14,14018,1841,（バター類）　食塩不使用バター　　　,0,763,3192,15.8,0.5,(0.4),83.0,77.0,52.43,18.52,2.05,220,0.2,(0.6),(0),(0),(0),0.5,11,22,14,2,18,0.4,0.1,0.01,0.01,-,-,-,-,780,-,-,-,140,790,0.7,1.4,0,0.1,0,24,0,0.03,Tr,Tr,0.1,1,0.08,-,0,0,-,-,-,-,-,-,-,-,-,-,別名： 無塩バター　 
14,14019,1842,（バター類）　発酵バター　　　,0,752,3146,13.6,0.6,(0.5),80.0,74.6,50.56,17.99,2.15,230,4.4,-,(0),(0),(0),1.4,510,25,12,2,16,0.4,0.1,0.01,0.01,-,-,-,-,760,-,-,-,180,780,0.7,1.3,0,0.1,0,30,0,0.02,0,0,0.1,1,0,-,0,1.3,-,-,-,-,-,-,-,-,-,-,　 
14,14020,1843,（マーガリン類）　ソフトタイプマーガリン　家庭用　,0,769,3217,14.7,0.4,(0.3),83.1,78.9,23.04,39.32,12.98,5,0.4,-,(0),(0),(0),1.3,500,27,14,2,17,Tr,0.1,Tr,Tr,2,1,0,2,0,-,290,-,290,24,11.2,15.3,0.7,36.5,6.2,53,0.01,0.03,Tr,0,0,Tr,Tr,0.2,0,1.3,-,-,-,-,-,-,-,-,-,-,"β-カロテン： 着色料として添加品含む
ビタミンD： 添加品含む　 "
14,14029,1844,（マーガリン類）　ソフトタイプマーガリン　業務用　,0,778,3256,14.8,0.3,-,84.3,80.3,39.00,28.86,8.78,5,0.1,-,(0),(0),(0),0.5,490,27,14,2,17,Tr,0.1,Tr,Tr,2,1,0,2,0,-,290,-,290,24,11.2,15.2,0.7,36.5,6.2,53,0.01,0.03,Tr,0,0,Tr,Tr,0.2,0,1.3,-,-,-,-,-,-,-,-,-,-,"β-カロテン： 着色料として添加品含む
ビタミンD： 添加品含む　 "
14,14021,1845,（マーガリン類）　ファットスプレッド　　　,0,637,2665,30.2,0.2,(0.2),69.1,64.1,20.40,20.72,20.02,4,0,(0.6),(0),(0),(0),1.2,420,17,8,2,10,Tr,Tr,Tr,Tr,-,-,-,-,0,-,380,-,380,31,1.1,15.6,0.7,21.0,5.7,71,0.02,0.02,Tr,0,0,Tr,Tr,-,0,1.1,-,-,-,-,-,-,-,-,-,-,β-カロテン： 着色料として添加品含む　 
14,14022,1846,（その他）　ショートニング　家庭用　　,0,920,3851,0.1,0,-,99.9,97.8,46.23,35.54,11.56,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5.0,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,　 
14,14030,1847,（その他）　ショートニング　業務用　製菓　　　,0,921,3852,Tr,0,-,99.9,96.3,51.13,32.58,8.13,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5.0,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,　 
14,14031,1848,（その他）　ショートニング　業務用　フライ　　　,0,920,3851,0.1,0,-,99.9,97.3,41.37,38.39,13.19,4,0,-,(0),(0),(0),0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,-,-,-,0,0,0.1,9.5,0.1,12.4,5.0,6,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,　 
