03,03024,239,（でん粉糖類）　水あめ　酵素糖化　　,0,328,1372,15.0,(0),-,(0),-,-,-,-,(0),85.0,91.3,(0),(0),(0),Tr,Tr,0,Tr,0,1,0.1,0,Tr,0.01,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03025,240,（でん粉糖類）　水あめ　酸糖化　　,0,328,1372,15.0,(0),-,(0),-,-,-,-,(0),85.0,91.0,(0),(0),(0),Tr,Tr,0,Tr,0,1,0.1,0,Tr,0.01,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03017,241,（でん粉糖類）　ぶどう糖　全糖　　,0,335,1402,9.0,(0),-,(0),-,-,-,-,(0),91.0,(91.3),(0),(0),(0),0,Tr,Tr,Tr,0,1,0.1,0,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03018,242,（でん粉糖類）　ぶどう糖　含水結晶　　,0,336,1406,8.7,(0),-,(0),-,-,-,-,(0),91.3,(91.3),(0),(0),(0),0,Tr,Tr,Tr,0,Tr,0.1,Tr,0.01,0,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03019,243,（でん粉糖類）　ぶどう糖　無水結晶　　,0,367,1536,0.3,(0),-,(0),-,-,-,-,(0),99.7,(99.7),(0),(0),(0),0,Tr,Tr,Tr,0,Tr,0.1,0,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03020,244,（でん粉糖類）　果糖　　　,0,368,1540,0.1,(0),-,(0),-,-,-,-,(0),99.9,(99.9),(0),(0),(0),0,Tr,Tr,Tr,Tr,0,Tr,0,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,-,-,-,-,-,-,-,-,-,-,　 
03,03026,245,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖　　,0,276,1154,25.0,0,-,0,-,-,-,-,(0),75.0,75.5,(0),(0),(0),Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,0,0,(0),(0),(0),(0),0,0,0,-,-,-,-,-,-,-,-,-,-,果糖含有率 50 %未満のもの　 
03,03027,246,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖　　,0,276,1154,25.0,0,-,0,-,-,-,-,(0),75.0,75.5,(0),(0),(0),Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,0,0,(0),(0),(0),(0),0,0,0,-,-,-,-,-,-,-,-,-,-,果糖含有率 50 %以上 90 %未満のもの　 
03,03028,247,（でん粉糖類）　異性化液糖　高果糖液糖　　,0,276,1154,25.0,0,-,0,-,-,-,-,(0),75.0,75.3,(0),(0),(0),Tr,Tr,Tr,Tr,0,1,0.1,0,Tr,0,0,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,0,0,(0),(0),(0),(0),0,0,0,-,-,-,-,-,-,-,-,-,-,果糖含有率 90 %以上のもの　 
03,03029,248,（その他）　黒蜜　,0,199,834,46.5,1.0,-,0,-,-,-,-,0,50.5,(52.2),0,0,0,2.0,15,620,140,17,17,2.6,0.3,0.14,-,8,2,7,5,0,-,-,-,0,0,0,0,0,0,0,0,0.03,0.04,0.5,0.41,0,6,0.78,18.9,0,0,-,-,-,-,-,-,-,-,-,-,　 
03,03022,249,（その他）　はちみつ　,0,294,1231,20.0,0.2,(0.1),0,-,-,-,-,(0),79.7,73.2,(0),(0),(0),0.1,6,18,1,1,4,1.0,1.0,0.05,-,0,0,1,0,0,-,-,-,0,0,(0),(0),(0),(0),(0),(0),Tr,0.01,0.1,-,(0),1,0.05,0.5,0,0,-,-,-,-,-,-,-,-,-,-,　 
03,03023,250,（その他）　メープルシロップ　　　,0,257,1075,33.0,0.1,-,0,-,-,-,-,(0),66.3,(62.1),(0),(0),(0),0.6,1,230,75,18,1,0.4,1.5,0.01,2.01,4,0,5,2,(0),-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),Tr,0.02,Tr,Tr,(0),1,0.13,0.1,(0),0,-,-,-,-,-,-,-,-,-,-,別名： かえで糖　 
