16,16001,1990,＜アルコール飲料類＞（醸造酒類）　清酒　普通酒　　,0,109,456,82.4,0.4,0.3,Tr,0,0,0,0,0,4.9,2.5,0,0,0,Tr,2,5,3,1,7,Tr,0.1,Tr,0.16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0.07,0,0,0,0,0,0,12.3,-,-,-,-,-,-,-,-,-,"別名： 日本酒
(100 g： 100.1 mL、100 mL： 99.9 g)
アルコール： 15.4 容量 %　 "
16,16002,1991,＜アルコール飲料類＞（醸造酒類）　清酒　純米酒　　,0,103,431,83.7,0.4,-,Tr,0,0,0,0,0,3.6,-,0,0,0,Tr,4,5,3,1,9,0.1,0.1,Tr,0.18,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0.12,0,0,0.02,-,0,0,12.3,-,-,-,-,-,-,-,-,-,"別名： 日本酒
(100 g： 100.2 mL、100 mL： 99.8 g)
アルコール： 15.4 容量 %　 "
16,16003,1992,＜アルコール飲料類＞（醸造酒類）　清酒　本醸造酒　　,0,107,448,82.8,0.4,-,0,0,0,0,0,0,4.5,-,0,0,0,Tr,2,5,3,1,8,Tr,0.1,Tr,0.19,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,Tr,0,0,0.09,0,0,0,-,0,0,12.3,-,-,-,-,-,-,-,-,-,"別名： 日本酒
(100 g： 100.2 mL、100 mL： 99.8 g)
アルコール： 15.4 容量 %　 "
16,16004,1993,＜アルコール飲料類＞（醸造酒類）　清酒　吟醸酒　　,0,104,435,83.6,0.3,-,0,0,0,0,0,0,3.6,-,0,0,0,Tr,2,7,2,1,7,Tr,0.1,0.01,0.16,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.06,-,0,0,12.5,-,-,-,-,-,-,-,-,-,"別名： 日本酒
(100 g： 100.3 mL、100 mL： 99.7 g)
アルコール： 15.7 容量 %　 "
16,16005,1994,＜アルコール飲料類＞（醸造酒類）　清酒　純米吟醸酒　　,0,103,431,83.5,0.4,-,0,0,0,0,0,0,4.1,-,0,0,0,Tr,3,5,2,1,8,Tr,0.1,0.01,0.20,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.06,-,0,0,12.0,-,-,-,-,-,-,-,-,-,"別名： 日本酒
(100 g： 100.2 mL、100 mL： 99.8 g)
アルコール： 15.1 容量 %　 "
16,16006,1995,＜アルコール飲料類＞（醸造酒類）　ビール　淡色　　,0,40,167,92.8,0.3,0.2,0,0,0,0,0,0,3.1,Tr,0,0,0,0.1,3,34,3,7,15,Tr,Tr,Tr,0.01,1,Tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.8,0.05,0.1,7,0.08,0.9,0,0,3.7,-,-,-,-,-,-,-,0.1,-,"生ビールを含む
(100 g： 99.2 mL、100 mL： 100.8 g)
アルコール： 4.6 容量 %　 "
16,16007,1996,＜アルコール飲料類＞（醸造酒類）　ビール　黒　　,0,46,192,91.6,0.4,-,Tr,0,0,0,0,0,3.6,-,0.2,0,0.2,0.2,3,55,3,10,33,0.1,Tr,Tr,0.02,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1.0,0.07,Tr,9,0.04,-,0,0,4.2,-,-,-,-,-,-,-,-,-,"生ビールを含む
(100 g： 99.0 mL、100 mL： 101.0 g)
アルコール： 5.3容量 %　 "
16,16008,1997,＜アルコール飲料類＞（醸造酒類）　ビール　スタウト　　,0,63,264,88.4,0.5,-,Tr,0,0,0,0,0,4.9,(0.1),0.3,0,0.3,0.3,4,65,3,14,43,0.1,Tr,Tr,0.06,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.0,0.06,Tr,10,0.12,-,0,0,5.9,-,-,-,-,-,-,-,-,-,"(100 g： 98.1 mL、100 mL： 101.9 g)
アルコール： 7.6 容量 %　 "
16,16009,1998,＜アルコール飲料類＞（醸造酒類）　発泡酒　　　,0,45,188,92.0,0.1,-,0,0,0,0,0,0,3.6,0,0,0,0,0.1,1,13,4,4,8,0,Tr,Tr,0.01,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.3,0.01,0,4,0.10,-,0,0,4.2,-,-,-,-,-,-,-,-,-,"(100 g： 99.1 mL、100 mL： 100.9 g)
アルコール： 5.3 容量 %　 "
16,16010,1999,＜アルコール飲料類＞（醸造酒類）　ぶどう酒　白　　,0,73,305,88.6,0.1,-,Tr,-,-,-,-,(0),2.0,(1.1),-,-,-,0.2,3,60,8,7,12,0.3,Tr,0.01,0.09,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),0,0,0.1,0.02,0,0,0.07,-,0,0,9.1,-,-,-,-,-,-,-,-,-,"別名： ワイン
(100 g： 100.2 mL、100 mL： 99.8 g)
アルコール： 11.4 容量 %　 "
16,16011,2000,＜アルコール飲料類＞（醸造酒類）　ぶどう酒　赤　　,0,73,305,88.7,0.2,-,Tr,-,-,-,-,(0),1.5,(0.2),-,-,-,0.3,2,110,7,9,13,0.4,Tr,0.02,0.15,Tr,0,2,1,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),0,0.01,0.1,0.03,0,0,0.07,1.9,0,0,9.3,-,-,-,-,-,-,-,-,-,"別名： ワイン
(100 g： 100.4 mL、100 mL： 99.6 g)
アルコール： 11.6 容量 %　 "
16,16012,2001,＜アルコール飲料類＞（醸造酒類）　ぶどう酒　ロゼ　　,0,77,322,87.4,0.1,-,Tr,0,0,0,0,0,4.0,(2.5),0,0,0,Tr,4,60,10,7,10,0.4,Tr,0.02,0.10,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0,0,0,-,0,0,8.5,-,-,-,-,-,-,-,-,-,"別名： ワイン
(100 g： 99.8 mL、100 mL： 100.2 g)
アルコール： 10.7 容量 %　 "
16,16013,2002,＜アルコール飲料類＞（醸造酒類）　紹興酒　　　　,0,127,531,78.8,1.7,-,Tr,-,-,-,-,(0),5.1,-,Tr,0,Tr,0.3,15,55,25,19,37,0.3,0.4,0.02,0.49,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),Tr,0.03,0.6,0.03,Tr,1,0.19,-,0,0,14.1,-,-,-,-,-,-,-,-,-,"(100 g： 99.4 mL、100 mL： 100.6 g)
アルコール： 17.8 容量 %　 "
16,16014,2003,＜アルコール飲料類＞（蒸留酒類）しょうちゅう　連続式蒸留しょうちゅう　　,0,206,862,71.0,0,-,0,-,-,-,-,(0),0,-,(0),(0),(0),0,-,-,-,-,-,-,-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),(0),29.0,-,-,-,-,-,-,-,-,-,"(100 g： 104.4 mL、100 mL： 95.8 g)
アルコール： 35.0 容量 %　 "
16,16015,2004,＜アルコール飲料類＞（蒸留酒類）しょうちゅう　単式蒸留しょうちゅう　　,0,146,611,79.5,0,-,0,-,-,-,-,(0),0,-,(0),(0),(0),0,-,-,-,-,-,-,-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),-,20.5,-,-,-,-,-,-,-,-,-,"(100 g： 103.1 mL、100 mL： 97.0 g)
アルコール： 25.0 容量 % 　 "
16,16016,2005,＜アルコール飲料類＞（蒸留酒類）ウイスキー　　　,0,237,992,66.6,0,-,0,-,-,-,-,(0),0,-,(0),(0),(0),0,2,1,0,0,Tr,Tr,Tr,0.01,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,33.4,-,-,-,-,-,-,-,-,-,"(100 g： 105.0 mL、100 mL： 95.2 g)
アルコール： 40.0 容量 %　 "
16,16017,2006,＜アルコール飲料類＞（蒸留酒類）ブランデー　　　,0,237,992,66.6,0,-,0,-,-,-,-,(0),0,-,(0),(0),(0),0,4,1,0,0,Tr,0,Tr,0.03,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,33.4,-,-,-,-,-,-,-,-,-,"(100 g： 105.0 mL、100 mL： 95.2 g)
アルコール： 40.0 容量 %　 "
16,16018,2007,＜アルコール飲料類＞（蒸留酒類）ウオッカ　　　,0,240,1004,66.2,0,-,0,-,-,-,-,(0),Tr,-,(0),(0),(0),0,Tr,Tr,(0),-,(0),(0),-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,33.8,-,-,-,-,-,-,-,-,-,"(100 g： 105.3 mL、100 mL： 95.0 g)
アルコール： 40.4 容量 %　 "
16,16019,2008,＜アルコール飲料類＞（蒸留酒類）ジン　　　,0,284,1188,59.9,0,-,Tr,-,-,-,-,(0),0.1,-,(0),(0),(0),0,Tr,Tr,(0),-,(0),(0),-,-,-,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,40.0,-,-,-,-,-,-,-,-,-,"(100 g： 106.4 mL、100 mL： 94.0 g)
アルコール： 47.4 容量 %　 "
16,16020,2009,＜アルコール飲料類＞（蒸留酒類）ラム　　　,0,240,1004,66.1,0,-,Tr,-,-,-,-,(0),0.1,-,(0),(0),(0),0,3,Tr,0,0,Tr,0,Tr,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,33.8,-,-,-,-,-,-,-,-,-,"(100 g： 105.2 mL、100 mL： 95.1 g)
アルコール： 40.5 容量 %　 "
16,16021,2010,＜アルコール飲料類＞（蒸留酒類）マオタイ酒　　　,0,322,1347,54.7,0,-,0,-,-,-,-,(0),0,-,(0),(0),(0),0,Tr,Tr,2,0,Tr,0.3,Tr,0.02,0.01,-,-,-,-,(0),-,-,-,(0),(0),(0),-,-,-,-,(0),(0),(0),(0),(0),(0),(0),(0),-,(0),0,45.3,-,-,-,-,-,-,-,-,-,"(100 g： 107.5 mL、100 mL： 93.0 g)
アルコール： 53.0 容量 %　 "
16,16022,2011,＜アルコール飲料類＞（混成酒類）梅酒　　　,0,156,653,68.9,0.1,-,Tr,-,-,-,-,-,20.7,-,-,-,-,0.1,4,39,1,2,3,Tr,Tr,0.01,0.01,0,0,1,Tr,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0.01,Tr,0.01,0,0,0,0.1,0,0,10.2,-,-,-,-,-,-,-,-,-,"(100 g： 96.2 mL、100 mL： 103.9 g)
アルコール： 13.0 容量 %　 "
16,16023,2012,＜アルコール飲料類＞（混成酒類）合成清酒　　　,0,109,456,82.2,0.1,-,0,-,-,-,-,-,5.3,-,-,-,-,0.1,11,3,2,Tr,5,0,Tr,Tr,0,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0.01,0,0,0,-,0,0,12.3,-,-,-,-,-,-,-,-,-,"(100 g： 99.7 mL、100 mL： 100.3 g)
アルコール： 15.5 容量 %　 "
16,16024,2013,＜アルコール飲料類＞（混成酒類）白酒　　　,0,238,996,44.7,1.9,-,Tr,-,-,-,-,-,48.1,-,-,-,-,Tr,5,14,3,4,14,0.1,0.3,0.08,0.27,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0.02,0.01,0.1,0.02,0,1,0.10,-,1,0,4.9,-,-,-,-,-,-,-,-,-,"(100 g： 82.6 mL、100 mL： 121.0 g)
アルコール： 7.4 容量 %　 "
16,16025,2014,＜アルコール飲料類＞（混成酒類）みりん　本みりん　　,0,241,1008,47.0,0.3,0.2,Tr,-,-,-,-,-,43.2,26.8,-,-,-,Tr,3,7,2,2,7,0,0,0.05,0.04,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,Tr,0,Tr,0.01,0,0,0,-,0,0,9.5,-,-,-,-,-,-,-,-,-,"(100 g： 85.5 mL、100 mL： 117.0 g)
アルコール： 14.0 容量 %　 "
16,16026,2015,＜アルコール飲料類＞（混成酒類）みりん　本直し　　,0,181,757,68.2,0.1,-,Tr,-,-,-,-,-,14.4,-,-,-,-,Tr,3,2,2,2,3,0,Tr,Tr,0.06,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0,0,0,0,-,0,0,17.3,-,-,-,-,-,-,-,-,-,"別名： やなぎかげ
(100 g： 97.0 mL、100 mL： 103.1 g)
アルコール： 22.4 容量 %　 "
16,16027,2016,＜アルコール飲料類＞（混成酒類）薬味酒　　　,0,182,761,62.6,Tr,-,Tr,-,-,-,-,-,26.8,-,-,-,-,Tr,1,14,1,1,2,Tr,Tr,Tr,0.08,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0.1,0.01,0,0,0,-,0,0,10.6,-,-,-,-,-,-,-,-,-,"(100 g： 91.5 mL、100 mL： 109.3 g)
アルコール： 14.6 容量 %　 "
16,16028,2017,＜アルコール飲料類＞（混成酒類）キュラソー　　　,0,322,1347,43.1,Tr,-,Tr,-,-,-,-,-,26.4,-,-,-,-,Tr,1,Tr,Tr,0,0,0,Tr,0.01,0,-,-,-,-,(0),-,-,-,(0),(0),-,-,-,-,-,-,0,0,0,0,0,0,0,-,0,0,30.5,-,-,-,-,-,-,-,-,-,"試料： オレンジキュラソー
(100 g： 95.0 mL、100 mL： 105.3 g)
アルコール： 40.4 容量 %　 "
