15,15001,1849,＜和生菓子・和半生菓子類＞甘納豆　あずき　　　,0,296,1238,26.2,5.6,(4.7),0.6,(0.3),(0.07),(0.02),(0.15),-,67.1,(70.3),0.4,4.3,4.7,0.5,45,100,16,25,79,2.1,0.7,0.09,-,0,1,5,36,0,-,-,-,1,Tr,-,0,0,0.9,2.7,7,0.01,0.03,0.2,0.09,-,-,-,1.4,0,0.1,-,-,-,-,-,-,-,-,-,-,　 
15,15002,1850,＜和生菓子・和半生菓子類＞甘納豆　いんげんまめ　　　,0,302,1264,25.2,5.5,(4.9),1.1,(0.5),(0.09),(0.05),(0.34),-,67.6,(69.8),1.0,4.6,5.6,0.6,67,140,19,25,98,1.6,0.8,0.10,-,-,-,-,-,0,-,-,-,2,Tr,-,0,0,0.8,0,3,Tr,0.04,0.2,0.07,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-,　 
15,15003,1851,＜和生菓子・和半生菓子類＞甘納豆　えんどう　　　,0,310,1297,23.1,5.2,(4.2),1.0,(0.6),(0.12),(0.19),(0.30),-,70.1,(72.4),0.6,4.3,4.9,0.6,88,100,17,30,110,1.3,0.7,0.13,-,-,-,-,-,0,-,-,-,45,4,-,0,0,1.7,0.1,7,0.02,0.04,0.2,0.04,-,-,-,-,Tr,0.2,-,-,-,-,-,-,-,-,-,-,　 
15,15005,1852,＜和生菓子・和半生菓子類＞今川焼　　　　,0,221,926,45.5,4.5,(3.9),1.0,(0.8),(0.25),(0.24),(0.30),24,48.5,(50.5),0.3,1.5,1.9,0.5,59,58,21,9,53,0.8,0.3,0.07,0.10,-,-,-,-,8,0,Tr,2,1,8,0.2,0.1,Tr,0.3,0.7,2,0.03,0.04,0.2,0.01,0.1,5,0.22,-,0,0.1,-,-,-,-,-,-,-,-,-,-,"別名： 大判焼、小判焼、回転焼、二重焼、太鼓まんじゅう、ともえ焼
たい焼を含む
小豆こしあん入り
部分割合： 皮 2、あん 1　 "
15,15006,1853,＜和生菓子・和半生菓子類＞ういろう　　　　,0,183,766,54.5,1.1,(0.9),0.2,(0.2),(0.06),(0.05),(0.07),0,44.1,(46.7),0,0.1,0.1,0.1,1,17,2,4,18,0.2,0.2,0.04,0.12,0,1,Tr,13,0,0,0,0,0,0,0,Tr,0,0,0,0,0.02,Tr,0.2,0.02,0,2,0.11,0.2,0,0,-,-,-,-,-,-,-,-,-,-,"試料： 白ういろう
食塩添加品あり　 "
15,15007,1854,＜和生菓子・和半生菓子類＞うぐいすもち　　　　,0,241,1008,40.0,3.6,(3.1),0.4,(0.3),(0.09),(0.06),(0.14),0,55.7,(57.1),0.1,1.9,2.0,0.3,36,38,9,12,43,0.8,0.6,0.12,0.20,-,-,-,-,0,-,Tr,-,Tr,0,0,Tr,0,0.4,1.0,2,0.02,0.02,0.2,0.01,0,3,0.16,-,0,0.1,-,-,-,-,-,-,-,-,-,-,"小豆こしあん入り
部分割合：もち 10、あん 8、きな粉 0.05　 "
15,15008,1855,＜和生菓子・和半生菓子類＞かしわもち　　　　,0,206,862,48.5,4.0,(3.4),0.4,(0.3),(0.10),(0.07),(0.13),0,46.7,(48.8),0.1,1.6,1.7,0.4,55,40,7,13,47,0.9,0.5,0.11,-,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0.3,0.8,2,0.03,0.02,0.4,0.03,0,4,0.21,-,0,0.1,-,-,-,-,-,-,-,-,-,-,"小豆こしあん入り
部分割合： 皮 3、あん 2
葉を除いたもの　 "
15,15009,1856,＜和生菓子・和半生菓子類＞カステラ　　　　,0,319,1335,25.6,6.2,(5.3),4.6,4.0,1.39,1.61,0.84,160,63.2,(65.2),0.4,0.2,0.6,0.4,54,79,29,7,96,0.9,0.6,0.10,0.08,8,14,2,5,47,0,0,9,5,47,Tr,0.7,Tr,0.3,0,4,0.03,0.42,0.2,0.03,0.3,5,0.66,7.2,(0),0.1,-,-,-,-,-,-,-,-,-,-,試料： 長崎カステラ　 
15,15010,1857,＜和生菓子・和半生菓子類＞かのこ　　　　,0,264,1105,34.0,4.8,(4.0),0.4,(0.1),(0.02),(Tr),(0.03),0,60.4,(62.3),0.3,3.5,3.8,0.4,22,61,14,19,56,1.6,0.6,0.10,-,-,-,-,-,0,0,1,0,1,Tr,0,0,0,0.7,2.1,5,0.01,0.03,0.1,0.04,0,Tr,0.02,-,0,0.1,-,-,-,-,-,-,-,-,-,-,　 
15,15011,1858,＜和生菓子・和半生菓子類＞かるかん　　　　,0,230,962,42.5,2.1,(1.6),0.3,(0.3),(0.10),(0.07),(0.10),0,54.7,(57.6),0.1,0.3,0.4,0.4,2,120,3,8,32,0.3,0.3,0.08,-,Tr,1,0,17,0,0,1,0,1,Tr,0,0.1,0,0,0,0,0.05,0.01,0.3,0.04,0,5,0.29,0.7,1,0,-,-,-,-,-,-,-,-,-,-,　 
