12,12020,1740,あひる卵　ピータン　　　,45,214,895,66.7,13.7,-,16.5,13.5,3.06,8.19,1.64,680,0,-,(0),(0),(0),3.1,780,65,90,6,230,3.0,1.3,0.11,0.03,34,29,Tr,5,220,-,-,-,22,220,6.2,1.9,0.1,0.5,Tr,26,Tr,0.27,0.1,0.01,1.1,63,0.94,15.5,(0),2.0,-,-,-,-,-,-,-,-,-,-,廃棄部位： 泥状物及び卵殻（卵殻： 15 %）　 
12,12001,1741,うこっけい卵　全卵　生　　　,15,176,736,73.7,12.0,(10.7),13.0,10.5,3.60,4.54,1.92,550,0.4,(0.2),(0),(0),(0),0.9,140,150,53,11,220,2.2,1.6,0.08,0.04,-,-,-,-,160,-,-,-,26,160,1.0,1.3,0,0.5,0,4,0.10,0.32,0.1,0.10,1.1,6,1.78,-,0,0.4,-,-,-,-,-,-,-,-,-,-,"廃棄部位： 付着卵白を含む卵殻（卵殻： 13 %）
卵黄：卵白＝ 38：62　 "
12,12002,1742,うずら卵　全卵　生　　　,15,179,749,72.9,12.6,11.1,13.1,10.7,3.87,4.73,1.61,470,0.3,(0.3),(0),(0),(0),1.1,130,150,60,11,220,3.1,1.8,0.11,0.03,140,46,0,8,350,0,9,14,16,350,2.5,0.9,0,0.4,0,15,0.14,0.72,0.1,0.13,4.7,91,0.98,19.3,(0),0.3,-,-,-,-,-,-,-,-,-,-,"廃棄部位： 付着卵白を含む卵殻（卵殻： 12 %）
卵黄：卵白＝ 38：62　 "
12,12003,1743,うずら卵　水煮缶詰　　　,0,182,761,73.3,11.0,(9.7),14.1,11.9,4.24,5.36,1.79,490,0.6,(0.2),(0),(0),(0),1.0,210,28,47,8,160,2.8,1.8,0.13,0.02,73,42,0,9,480,-,-,-,7,480,2.6,1.6,0,0.4,0,21,0.03,0.33,0,0.05,3.3,47,0.53,8.4,(0),0.5,-,-,-,-,-,-,-,-,-,-,液汁を除いたもの　 
12,12004,1744,鶏卵　全卵　生　,15,151,632,76.1,12.3,10.6,10.3,(8.6),(2.84),(3.69),(1.66),420,0.3,0.3,(0),(0),(0),1.0,140,130,51,11,180,1.8,1.3,0.08,0.02,17,32,0,5,140,0,3,28,17,150,1.8,1.0,Tr,0.6,Tr,13,0.06,0.43,0.1,0.08,0.9,43,1.45,25.4,0,0.4,-,-,-,-,-,-,-,-,-,-,"冷凍液全卵を含む
廃棄部位： 付着卵白を含む卵殻（卵殻： 13 %）
卵黄：卵白＝31：69
ビタミンD： ビタミンD活性代謝物を含む（ビタミンD活性代謝物を含まない場合： 0.9 μg）　 "
12,12005,1745,鶏卵　全卵　ゆで　,0,151,632,75.8,12.9,(11.1),10.0,(8.2),(2.70),(3.55),(1.63),420,0.3,(0.3),(0),(0),(0),1.0,130,130,51,11,180,1.8,1.3,0.08,0.02,15,35,Tr,5,130,0,3,26,16,140,1.8,1.0,Tr,0.6,Tr,12,0.06,0.40,0.1,0.07,0.9,35,1.35,25.0,0,0.3,-,-,-,-,-,-,-,-,-,100,"卵黄：卵白（付着卵白を含む）＝30：70
ビタミンD： ビタミンD活性代謝物を含む（ビタミンD活性代謝物を含まない場合： 0.9 ?g）　 "
12,12006,1746,鶏卵　全卵　ポーチドエッグ　,0,164,686,74.9,12.3,(10.6),11.7,9.7,3.21,4.17,1.86,420,0.2,(0.3),(0),(0),(0),0.9,110,100,55,11,200,2.2,1.5,0.09,0.03,-,-,-,-,160,0,3,35,21,160,0.9,1.0,Tr,0.6,0,13,0.06,0.40,0.1,0.08,1.1,46,1.45,-,(0),0.3,-,-,-,-,-,-,-,-,-,95,　 
12,12007,1747,鶏卵　全卵　水煮缶詰　,0,146,611,77.5,10.8,(9.3),10.6,9.1,2.97,4.06,1.68,400,Tr,(0.2),(0),(0),(0),1.1,310,25,40,8,150,1.7,1.2,0.09,0.01,-,-,-,-,85,0,0,-,0,85,0.7,1.1,0,0.9,0,16,0.02,0.31,Tr,0.03,0.9,23,0.30,-,(0),0.8,-,-,-,-,-,-,-,-,-,-,液汁を除いたもの　 
12,12008,1748,鶏卵　全卵　加糖全卵　,0,217,908,58.2,9.8,(8.4),10.6,8.9,2.96,4.17,1.40,330,20.7,(22.5),(0),(0),(0),0.7,100,95,44,10,160,1.5,1.0,0.04,0.02,-,-,-,-,130,0,3,27,17,130,0.6,0.9,0,0.5,0,8,0.06,0.38,0.1,0.06,0.6,61,1.33,-,(0),0.3,-,-,-,-,-,-,-,-,-,-,"試料： 冷凍品
しょ糖： 20 g　 "
12,12009,1749,鶏卵　全卵　乾燥全卵　,0,608,2544,4.5,49.1,(42.3),42.0,(35.3),(12.29),(15.32),(6.12),1500,0.2,(0.3),(0),(0),(0),4.2,490,560,210,35,700,3.0,2.0,0.15,0.08,-,-,-,-,420,0,4,52,30,420,3.3,6.6,0,2.4,Tr,56,0.29,1.24,0.2,0.21,2.7,180,0.13,-,0,1.2,-,-,-,-,-,-,-,-,-,-,　 
12,12010,1750,鶏卵　卵黄　生　,0,387,1619,48.2,16.5,13.5,33.5,27.8,9.22,11.99,5.39,1400,0.1,0.1,(0),(0),(0),1.7,48,87,150,12,570,6.0,4.2,0.20,0.07,50,56,0,14,470,0,8,93,55,480,5.9,3.4,Tr,2.0,0.1,40,0.21,0.52,0,0.26,3.0,140,4.33,65.0,0,0.1,-,-,-,-,-,-,-,-,-,-,"液卵黄を含む
ビタミンD： ビタミンD活性代謝物を含む（ビタミンD活性代謝物を含まない場合： 2.8 μg）　 "
12,12011,1751,鶏卵　卵黄　ゆで　,0,386,1615,48.0,16.7,(13.7),33.3,27.5,9.01,11.81,5.43,1400,0.2,(0.1),(0),(0),(0),1.8,46,90,150,13,570,5.9,4.2,0.22,0.08,39,52,1,12,440,0,9,86,52,450,5.9,3.4,0.1,2.1,0.1,38,0.19,0.51,0,0.24,2.9,110,4.08,54.9,0,0.1,-,-,-,-,-,-,-,-,-,-,"液卵黄を含む
ビタミンD： ビタミンD活性代謝物を含む（ビタミンD活性代謝物を含まない場合： 2.8 μg）　 "
12,12012,1752,鶏卵　卵黄　加糖卵黄　,0,346,1448,42.0,12.1,(9.9),23.9,20.0,6.53,8.99,3.63,820,20.7,(19.7),(0),(0),(0),1.3,38,80,110,12,400,2.0,1.2,0.05,0.05,-,-,-,-,390,0,3,55,31,400,2.0,3.3,Tr,1.6,0,16,0.42,0.82,Tr,0.15,1.6,99,1.85,-,(0),0.1,-,-,-,-,-,-,-,-,-,-,"試料： 冷凍品
しょ糖： 20 g　 "
12,12013,1753,鶏卵　卵黄　乾燥卵黄　,0,724,3029,3.2,30.3,(24.8),62.9,52.9,18.41,22.95,9.17,2300,0.2,(0.1),(0),(0),(0),3.4,80,190,280,29,1000,4.4,2.9,0.16,0.12,-,-,-,-,630,0,6,79,45,630,4.9,9.9,0,3.7,0.1,83,0.42,0.82,Tr,0.31,3.8,250,0.18,-,(0),0.2,-,-,-,-,-,-,-,-,-,-,　 
12,12014,1754,鶏卵　卵白　生　,0,47,197,88.4,10.5,9.3,Tr,0,Tr,Tr,Tr,1,0.4,0.3,(0),(0),(0),0.7,180,140,6,11,11,0,Tr,0.02,Tr,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39,0.1,0,0,0,0.18,7.8,0,0.5,-,-,-,-,-,-,-,-,-,-,液卵白を含む　 
12,12015,1755,鶏卵　卵白　ゆで　,0,50,209,87.6,11.3,(10.1),0.1,Tr,0.01,0.01,Tr,1,0.4,(0.3),(0),(0),(0),0.7,170,140,7,11,11,0,Tr,0.02,Tr,5,28,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.35,0.1,0,0,2,0.18,12.4,0,0.4,-,-,-,-,-,-,-,-,-,-,　 
12,12016,1756,鶏卵　卵白　乾燥卵白　,0,378,1582,7.1,86.5,(77.0),0.4,0.3,0.10,0.15,0.05,25,0.2,(2.5),(0),(0),(0),5.8,1300,1300,60,48,110,0.1,0.2,0.14,0.01,-,-,-,-,(0),-,-,-,(0),(0),0,0.1,0,0,0,2,0.03,2.09,0.7,0.02,0.3,43,0.04,-,(0),3.3,-,-,-,-,-,-,-,-,-,-,　 
12,12017,1757,鶏卵　たまご豆腐　　,0,79,331,85.2,6.4,-,5.0,(4.1),(1.35),(1.77),(0.81),220,2.0,-,(0),(0),(0),1.4,370,92,27,8,95,0.9,0.6,0.04,0.01,-,-,-,-,0,0,1,13,8,1,0,0.5,Tr,0.3,Tr,6,0.03,0.20,0.5,0.04,0.6,18,0.69,-,0,0.9,-,-,-,-,-,-,-,-,-,99,　 
12,12018,1758,鶏卵　たまご焼　厚焼きたまご　,0,151,632,71.9,10.8,-,9.1,(7.6),(2.36),(3.26),(1.64),350,6.4,(6.6),(0),(0),(0),1.8,440,130,44,11,160,1.5,1.1,0.07,0.02,540,31,Tr,5,110,0,2,22,13,110,0.6,0.9,Tr,0.9,0.1,11,0.05,0.33,0.4,0.07,0.8,31,1.15,20.9,0,1.1,-,-,-,-,-,-,-,-,-,80,　 
